original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
11,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,28,inf|hace-inf=do,qué vas a hacer ?%mor: pro:int|qué=what v|i-2S&PRES=go aprep|a=to inf|hace-INF=do ?,%mor:,0,,,,0,0,0,,,,,
12,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,28,v|i-2s&pres=go,qué vas a hacer ?%mor: pro:int|qué=what v|i-2S&PRES=go aprep|a=to inf|hace-INF=do ?,%svd:,ir,0,,1,2,s,pres,,,,,
13,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,30,n|muñeco-m=doll,voy a hacer (...) un (...) muñeco .%mor: v|i-1S&PRES=go aprep|a=to inf|hace-INF=do det:art|un&m=one n|muñeco-m=doll .,%mor:,0,,,,0,0,0,,,,,
14,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,30,v|i-1s&pres=go,voy a hacer (...) un (...) muñeco .%mor: v|i-1S&PRES=go aprep|a=to inf|hace-INF=do det:art|un&m=one n|muñeco-m=doll .,%svd:,ir,0,,1,1,s,pres,,,,,
15,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,33,n|muñeco-m=doll,un muñeco ?%mor: det:art|un&m=one n|muñeco-m=doll ?,%mor:,0,,,,0,0,0,,,,,
16,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,35,adj|fuerte=strong,"a_ver, hazlo; y habla fuerte .%mor: co|a_ver=lets_see cm|cm imp|hace-2S&IMP~pro:clit|OBJ&m coord|y=and v|habla-3S&PRES=speak adj|fuerte=strong .",%mor:,0,,,,0,0,0,,,,,
17,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,35,v|habla-3s&pres=speak,"a_ver, hazlo; y habla fuerte .%mor: co|a_ver=lets_see cm|cm imp|hace-2S&IMP~pro:clit|OBJ&m coord|y=and v|habla-3S&PRES=speak adj|fuerte=strong .",%svd:,hablar,na,,na,na,na,na,na,na,na,imperative,
18,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,38,imp|hace-2s&imp~pro:clit|obj&m,ahí hazlo .%mor: adv|ahí=there imp|hace-2S&IMP~pro:clit|OBJ&m .,%mor:,0,,,,0,0,0,,,,,
19,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,40,n|princesa&f=princess,"qué es, una princesa ?%mor: pro:int|qué=what cop|se-3S&PRES=be cm|cm det:art|un-f=one n|princesa&f=princess ?",%mor:,0,,,,0,0,0,,,,,
20,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,40,cop|se-3s&pres=be,"qué es, una princesa ?%mor: pro:int|qué=what cop|se-3S&PRES=be cm|cm det:art|un-f=one n|princesa&f=princess ?",%svd:,ser,0,,1,3,s,pres,,switch,,,
21,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,43,n|ojo&m-pl=eye,ya le hiciste los ojos ?%mor: adv|ya=already pro:ind|le=him v|hace-2S&PRET=do det:art|el&m-PL=the n|ojo&m-PL=eye ?,%mor:,0,,,,0,0,0,,,,,
22,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,43,v|hace-2s&pret=do,ya le hiciste los ojos ?%mor: adv|ya=already pro:ind|le=him v|hace-2S&PRET=do det:art|el&m-PL=the n|ojo&m-PL=eye ?,%svd:,hacer,0,,1,2,s,pret,,switch,,,
23,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,46,imp|contesta-2s&imp~pro:clit|1s,contéstame !%mor: imp|contesta-2S&IMP~pro:clit|1S !,%mor:,0,,,,0,0,0,,,,,
24,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,48,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
25,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,50,adj|amarillo-m=yellow,nada más de color amarillo ?%mor: pro:indef|nada=nothing adv|más=more prep|de=of n|color&m=hue adj|amarillo-m=yellow ?,%mor:,0,,,,0,0,0,,,,,
26,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,53,v|colora-2s&sub&pres=color,más colores .%mor: adv|más=more v|colora-2S&SUB&PRES=color .,%mor:,0,,,,0,0,0,,,,,
27,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,53,v|colora-2s&sub&pres=color,más colores .%mor: adv|más=more v|colora-2S&SUB&PRES=color .,%svd:,colorar,na,,na,na,na,na,na,na,na,tag error,
28,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,v|quere-2s&pres=want,qué color quieres ?%mor: pro:int|qué=what n|color&m=hue v|quere-2S&PRES=want ?,%mor:,0,,,,0,0,0,,,,,
29,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,v|quere-2s&pres=want,qué color quieres ?%mor: pro:int|qué=what n|color&m=hue v|quere-2S&PRES=want ?,%svd:,querer,0,,1,2,s,pres,,,,,
30,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,57,n|rosa&f=rose,este (..) rosa .%mor: det:dem|este=this n|rosa&f=rose .,%mor:,0,,,,0,0,0,,,,,
31,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,59,co|claro=obvious,fuerte o claro ?%mor: adj|fuerte=strong coord|o=or co|claro=obvious ?,%mor:,0,,,,0,0,0,,,,,
32,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,61,adj|fuerte=strong,este (..) fuerte .%mor: det:dem|este=this adj|fuerte=strong .,%mor:,0,,,,0,0,0,,,,,
33,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,63,imp|toma-2s&imp=take,toma .%mor: imp|toma-2S&IMP=take .,%mor:,0,,,,0,0,0,,,,,
34,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,cop|esta-13s&sub&pres=be,es  este .%mor: cop|se-3S&PRES=be cop|esta-13S&SUB&PRES=be .,%mor:,0,,,,0,0,0,,,,,
35,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,cop|se-3s&pres=be,es  este .%mor: cop|se-3S&PRES=be cop|esta-13S&SUB&PRES=be .,%svd:,ser,0,,0,3,s,pres,,,,,
36,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,cop|esta-13s&sub&pres=be,es  este .%mor: cop|se-3S&PRES=be cop|esta-13S&SUB&PRES=be .,%svd:,estar,na,,na,na,na,na,na,na,na,tag error,
37,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,67,imp|pone-2s&imp~pro:clit|obj&m,"aquí, ponlo .%mor: adv|aquí=here cm|cm imp|pone-2S&IMP~pro:clit|OBJ&m .",%mor:,0,,,,0,0,0,,,,,
38,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,69,adv|hoy=today,qué comiste en la escuela hoy ?%mor: pro:int|qué=what v|come-2S&PRET=eat prep|en=in det:art|el&f&SG=the n|escuela&f=school adv|hoy=today ?,%mor:,0,,,,0,0,0,,,,,
39,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,69,v|come-2s&pret=eat,qué comiste en la escuela hoy ?%mor: pro:int|qué=what v|come-2S&PRET=eat prep|en=in det:art|el&f&SG=the n|escuela&f=school adv|hoy=today ?,%svd:,comer,0,,1,2,s,pret,,switch,,,
40,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,72,det:dem|este=this,este +...%mor: det:dem|este=this +...,%mor:,0,,,,0,0,0,,,,,
41,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,74,n|horchata&f=horchata,comí agua de horchata .%mor: v|come-1S&PRET=eat n|agua&f=water prep|de=of n|horchata&f=horchata .,%mor:,0,,,,0,0,0,,,,,
42,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,74,v|come-1s&pret=eat,comí agua de horchata .%mor: v|come-1S&PRET=eat n|agua&f=water prep|de=of n|horchata&f=horchata .,%svd:,comer,0,,1,1,s,pret,,,,,
43,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,77,adv|más=more,qué más ?%mor: pro:int|qué=what adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
44,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,79,det:dem|este=this,este +...%mor: det:dem|este=this +...,%mor:,0,,,,0,0,0,,,,,
45,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,81,v|come-1s&pret=eat,este comí +...%mor: det:dem|este=this v|come-1S&PRET=eat +...,%mor:,0,,,,0,0,0,,,,,
46,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,81,v|come-1s&pret=eat,este comí +...%mor: det:dem|este=this v|come-1S&PRET=eat +...,%svd:,comer,0,,1,1,s,pret,,,,,
47,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,83,v|come-1s&pret=eat,hace ratito comí +...%mor: imp|hace-2S&IMP=do n|rato&m-DIM=rat v|come-1S&PRET=eat +...,%mor:,0,,,,0,0,0,,,,,
48,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,83,v|come-1s&pret=eat,hace ratito comí +...%mor: imp|hace-2S&IMP=do n|rato&m-DIM=rat v|come-1S&PRET=eat +...,%svd:,comer,na,,na,na,na,na,na,na,na,repetition,
49,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,85,v|sabe-1s&pres=know,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:,0,,,,0,0,0,,,,,
50,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,85,v|sabe-1s&pres=know,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%svd:,saber,na,,na,na,na,na,na,na,na,exclude,
51,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,87,pro:int|qué=what,sopita de qué ?%mor: n|sopa&f-DIM=soup prep|de=of pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
52,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,89,pro:refl|se=itself,se +/.%mor: pro:refl|se=itself +/.,%mor:,0,,,,0,0,0,,,,,
53,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,91,n|gelatina&f=gelatin,&n gelatina !%mor: n|gelatina&f=gelatin !,%mor:,0,,,,0,0,0,,,,,
54,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,93,n|gelatina&f=gelatin,gelatina ?%mor: n|gelatina&f=gelatin ?,%mor:,0,,,,0,0,0,,,,,
55,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,95,pro:int|qué=what,y sopita de qué ?%mor: coord|y=and n|sopa&f-DIM=soup prep|de=of pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
56,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,97,prep|de=of,y sopita de +...%mor: coord|y=and n|sopa&f-DIM=soup prep|de=of +...,%mor:,0,,,,0,0,0,,,,,
57,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,n|llanta&f-dim-pl=tire,de llantitas .%mor: prep|de=of n|llanta&f-DIM-PL=tire .,%mor:,0,,,,0,0,0,,,,,
58,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,101,n|llanta&f-dim-pl=tire,de llantitas !%mor: prep|de=of n|llanta&f-DIM-PL=tire !,%mor:,0,,,,0,0,0,,,,,
59,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,103,pro:int|qué=what,con pechuguita qué ?%mor: prep|con=with n|pechuga&f-DIM=chicken_breast pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
60,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,105,n|pechuga&f-dim=chicken_breast,con pellucita [: pechuguita] +...%mor: prep|con=with n|pechuga&f-DIM=chicken_breast +...,%mor:,0,,,,0,0,0,,,,,
61,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,107,v|sabe-1s&pres=know,&m (...) no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:,0,,,,0,0,0,,,,,
62,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,107,v|sabe-1s&pres=know,&m (...) no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%svd:,saber,na,,na,na,na,na,na,na,na,exclude,
63,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,109,adj|empanizado-f=breaded,empanizada !%mor: adj|empanizado-f=breaded !,%mor:,0,,,,0,0,0,,,,,
64,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,111,adj|empanizado-f=breaded,empaniza(da) .%mor: adj|empanizado-f=breaded .,%mor:,0,,,,0,0,0,,,,,
65,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,113,n|viernes&m=friday,+< a dónde te vas a ir de paseo el viernes ?%mor: aprep|a=to pro:int|dónde=where pro:obj|te=you v|i-2S&PRES=go aprep|a=to v|ir=go prep|de=of n|paseo&m=walk det:art|el&m&SG=the n|viernes&m=Friday ?,%mor:,0,,,,0,0,0,,,,,
66,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,113,v|i-2s&pres=go,+< a dónde te vas a ir de paseo el viernes ?%mor: aprep|a=to pro:int|dónde=where pro:obj|te=you v|i-2S&PRES=go aprep|a=to v|ir=go prep|de=of n|paseo&m=walk det:art|el&m&SG=the n|viernes&m=Friday ?,%svd:,ir,0,,1,2,s,pres,,,,,
67,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,117,v|sabe-1s&pres=know,&m no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:,0,,,,0,0,0,,,,,
68,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,117,v|sabe-1s&pres=know,&m no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%svd:,saber,na,,na,na,na,na,na,na,na,exclude,
69,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,119,co|sabes=you_know,no sabes ?%mor: co|no=no co|sabes=you_know ?,%mor:,0,,,,0,0,0,,,,,
70,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,121,inf|nada-inf=swim,van a ir a nadar ?%mor: v|i-3P&PRES=go aprep|a=to v|ir=go aprep|a=to inf|nada-INF=swim ?,%mor:,0,,,,0,0,0,,,,,
71,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,121,v|i-3p&pres=go,van a ir a nadar ?%mor: v|i-3P&PRES=go aprep|a=to v|ir=go aprep|a=to inf|nada-INF=swim ?,%svd:,ir,0,,1,usted,p,pres,,switch,,,
72,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,123,co|sí=yes,sí !%mor: co|sí=yes !,%mor:,0,,,,0,0,0,,,,,
73,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,125,inf|nada-inf=swim,sí van a ir a nadar ?%mor: co|sí=yes v|i-3P&PRES=go aprep|a=to v|ir=go aprep|a=to inf|nada-INF=swim ?,%mor:,0,,,,0,0,0,,,,,
74,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,125,v|i-3p&pres=go,sí van a ir a nadar ?%mor: co|sí=yes v|i-3P&PRES=go aprep|a=to v|ir=go aprep|a=to inf|nada-INF=swim ?,%svd:,ir,0,,1,usted,p,pres,,,,,
75,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,128,pro:int|dónde=where,a dónde ?%mor: aprep|a=to pro:int|dónde=where ?,%mor:,0,,,,0,0,0,,,,,
76,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,130,n|paseo&m=walk,al paseo .%mor: aprep|a~det:art|el&m n|paseo&m=walk .,%mor:,0,,,,0,0,0,,,,,
77,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,132,n|escuela&f=school,en el paseo (.) o ahí en la escuela ?%mor: prep|en=in det:art|el&m&SG=the n|paseo&m=walk coord|o=or adv|ahí=there prep|en=in det:art|el&f&SG=the n|escuela&f=school ?,%mor:,0,,,,0,0,0,,,,,
78,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,135,n|escuela&f=school,&em (e)n el escuela [: la escuela] .%mor: prep|en=in det:art|el&m&SG=the det:art|el&f&SG=the n|escuela&f=school .,%mor:,0,,,,0,0,0,,,,,
79,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,138,n|escuela&f=school,en la escuela ?%mor: prep|en=in det:art|el&f&SG=the n|escuela&f=school ?,%mor:,0,,,,0,0,0,,,,,
80,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,140,&m,&m .,%mor:,0,,,,0,0,0,,,,,
81,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,141,adj|azul=blue,quiero azul .%mor: v|quere-1S&PRES=want adj|azul=blue .,%mor:,0,,,,0,0,0,,,,,
82,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,141,v|quere-1s&pres=want,quiero azul .%mor: v|quere-1S&PRES=want adj|azul=blue .,%svd:,querer,0,,1,1,s,pres,,,,,
83,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,143,adj|azul=blue,quieres azul ?%mor: v|quere-2S&PRES=want adj|azul=blue ?,%mor:,0,,,,0,0,0,,,,,
84,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,143,v|quere-2s&pres=want,quieres azul ?%mor: v|quere-2S&PRES=want adj|azul=blue ?,%svd:,querer,0,,1,2,s,pres,,,,,
85,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,145,adj|fuerte=strong,claro o fuerte ?%mor: co|claro=obvious coord|o=or adj|fuerte=strong ?,%mor:,0,,,,0,0,0,,,,,
86,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,147,co|claro=obvious,claro .%mor: co|claro=obvious .,%mor:,0,,,,0,0,0,,,,,
87,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,149,adv|ahora=now,qué canciones enseñaron ahora ?%mor: pro:int|qué=what n|canción&f-PL=song v|enseña-3P&PRET=teach adv|ahora=now ?,%mor:,0,,,,0,0,0,,,,,
88,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,149,v|enseña-3p&pret=teach,qué canciones enseñaron ahora ?%mor: pro:int|qué=what n|canción&f-PL=song v|enseña-3P&PRET=teach adv|ahora=now ?,%svd:,enseñar,na,,na,na,na,na,na,na,na,generic?,
89,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,152,det:dem|este=this,este &m +...%mor: det:dem|este=this +...,%mor:,0,,,,0,0,0,,,,,
90,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,154,adv|no=no,no .%mor: adv|no=no .,%mor:,0,,,,0,0,0,,,,,
91,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,156,n|canción&f-pl=song,no enseñaron canciones .%mor: adv|no=no v|enseña-3P&PRET=teach n|canción&f-PL=song .,%mor:,0,,,,0,0,0,,,,,
92,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,156,v|enseña-3p&pret=teach,no enseñaron canciones .%mor: adv|no=no v|enseña-3P&PRET=teach n|canción&f-PL=song .,%svd:,enseñar,na,,na,na,na,na,na,na,na,generic?,
93,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,158,n|canción&f-pl=song,no te han enseñado canciones ?%mor: adv|no=no pro:obj|te=you aux|habe-3P&PRES=have part|enseña-PPART-m=teach n|canción&f-PL=song ?,%mor:,0,,,,0,0,0,,,,,
94,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,158,aux|habe-3p&pres=have,no te han enseñado canciones ?%mor: adv|no=no pro:obj|te=you aux|habe-3P&PRES=have part|enseña-PPART-m=teach n|canción&f-PL=song ?,%svd:,haber,na,,na,na,na,na,na,na,na,generic?,
95,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,161,adv|no=no,no .%mor: adv|no=no .,%mor:,0,,,,0,0,0,,,,,
96,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,163,v|sabe-2s&pres=know,qué nuevas te sabes ?%mor: pro:int|qué=what adj|nuevo-f-PL=new pro:obj|te=you v|sabe-2S&PRES=know ?,%mor:,0,,,,0,0,0,,,,,
97,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,163,v|sabe-2s&pres=know,qué nuevas te sabes ?%mor: pro:int|qué=what adj|nuevo-f-PL=new pro:obj|te=you v|sabe-2S&PRES=know ?,%svd:,saber,0,,1,2,s,pres,,,,,
98,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,166,n|pez&m-dim-pl=fish,"este, la de cinco pececitos .%mor: det:dem|este=this cm|cm det:art|el&f&SG=the prep|de=of det:num|cinco=five n|pez&m-DIM-PL=fish .",%mor:,0,,,,0,0,0,,,,,
99,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,169,imp|canta-2s&imp~pro:clit|1s~pro:clit|obj&f,"a_ver, cántamela .%mor: co|a_ver=lets_see cm|cm imp|canta-2S&IMP~pro:clit|1S~pro:clit|OBJ&f .",%mor:,0,,,,0,0,0,,,,,
