original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
17,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,33,.,vamos a jugar .%mor: v|i-1P&PRES=go aprep|a=to inf|juga-INF=play .,%mor:,0,,,,0,0,0,,,,,
18,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,33,v|i-1p&pres=go,vamos a jugar .%mor: v|i-1P&PRES=go aprep|a=to inf|juga-INF=play .,%svd:,ir,0,,1,1,p,pres,,,,,
19,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,35,?,y qué vamos a jugar con esa plastilina ?%mor: coord|y=and pro:int|qué=what v|i-1P&PRES=go aprep|a=to inf|juga-INF=play prep|con=with det:dem|ese-f=that n|plastilina&f=plasticine ?,%mor:,0,,,,0,0,0,,,,,
20,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,35,v|i-1p&pres=go,y qué vamos a jugar con esa plastilina ?%mor: coord|y=and pro:int|qué=what v|i-1P&PRES=go aprep|a=to inf|juga-INF=play prep|con=with det:dem|ese-f=that n|plastilina&f=plasticine ?,%svd:,ir,0,,1,1,p,pres,,same,,,
21,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,39,+/.,hacemos así +/.%mor: v|hace-1P&PRES=do adv|así=thus +/.,%mor:,0,,,,0,0,0,,,,,
22,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,39,v|hace-1p&pres=do,hacemos así +/.%mor: v|hace-1P&PRES=do adv|así=thus +/.,%svd:,hacer,0,,1,1,p,pres,,,,,
23,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,41,.,podemos hacer un bojlaier [: Buzz_Lightyear@s:eng] .%mor: v|pode-1P&PRES=can inf|hace-INF=do det:art|un&m=one L2|Buzz_Lightyear .,%mor:,0,,,,0,0,0,,,,,
24,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,41,v|pode-1p&pres=can,podemos hacer un bojlaier [: Buzz_Lightyear@s:eng] .%mor: v|pode-1P&PRES=can inf|hace-INF=do det:art|un&m=one L2|Buzz_Lightyear .,%svd:,poder,0,,1,1,p,pres,,,,,
25,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,44,?,amarillo o verde ?%mor: adj|amarillo-m=yellow coord|o=or adj|verde=green ?,%mor:,0,,,,0,0,0,,,,,
26,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,46,.,verde .%mor: adj|verde=green .,%mor:,0,,,,0,0,0,,,,,
27,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,48,.,"verde, &a .%mor: adj|verde=green cm|cm .",%mor:,0,,,,0,0,0,,,,,
28,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,50,.,+< porque el boslailler [: Buzz_Lightyear@s:eng] es verde .%mor: conj|porque=because det:art|el&m&SG=the L2|Buzz_Lightyear cop|se-3S&PRES=be adj|verde=green .,%mor:,0,,,,0,0,0,,,,,
29,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,50,cop|se-3s&pres=be,+< porque el boslailler [: Buzz_Lightyear@s:eng] es verde .%mor: conj|porque=because det:art|el&m&SG=the L2|Buzz_Lightyear cop|se-3S&PRES=be adj|verde=green .,%svd:,ser,DP-def,,1,3,s,pres,,,,,
30,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,53,.,es verde y &am &em gris .%mor: cop|se-3S&PRES=be adj|verde=green coord|y=and adj|gris=grey .,%mor:,0,,,,0,0,0,,,,,
31,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,53,cop|se-3s&pres=be,es verde y &am &em gris .%mor: cop|se-3S&PRES=be adj|verde=green coord|y=and adj|gris=grey .,%svd:,ser,0,,1,3,s,pres,,,,,
32,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,!,"y tenemos también unaj [: unas] letras que podemos formar, a_ver, sácalas de la bolsa !%mor: coord|y=and v|tene-1P&PRES=have adv|también=also v|uni-2S&SUB&PRES=unite n|letra&f-PL=letter pro:rel|que=that v|pode-1P&PRES=can inf|forma-INF=form cm|cm co|a_ver=lets_see cm|cm imp|saca-2S&IMP~pro:clit|OBJ&f&PL=bring_out prep|de=of det:art|el&f&SG=the n|bolsa&f=purse !",%mor:,0,,,,0,0,0,,,,,
33,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,v|tene-1p&pres=have,"y tenemos también unaj [: unas] letras que podemos formar, a_ver, sácalas de la bolsa !%mor: coord|y=and v|tene-1P&PRES=have adv|también=also v|uni-2S&SUB&PRES=unite n|letra&f-PL=letter pro:rel|que=that v|pode-1P&PRES=can inf|forma-INF=form cm|cm co|a_ver=lets_see cm|cm imp|saca-2S&IMP~pro:clit|OBJ&f&PL=bring_out prep|de=of det:art|el&f&SG=the n|bolsa&f=purse !",%svd:,tener,0,,1,1,p,pres,,switch,,,
34,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,v|uni-2s&sub&pres=unite,"y tenemos también unaj [: unas] letras que podemos formar, a_ver, sácalas de la bolsa !%mor: coord|y=and v|tene-1P&PRES=have adv|también=also v|uni-2S&SUB&PRES=unite n|letra&f-PL=letter pro:rel|que=that v|pode-1P&PRES=can inf|forma-INF=form cm|cm co|a_ver=lets_see cm|cm imp|saca-2S&IMP~pro:clit|OBJ&f&PL=bring_out prep|de=of det:art|el&f&SG=the n|bolsa&f=purse !",%svd:,unir,na,na,na,na,na,na,na,na,na,tag error,
35,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,v|pode-1p&pres=can,"y tenemos también unaj [: unas] letras que podemos formar, a_ver, sácalas de la bolsa !%mor: coord|y=and v|tene-1P&PRES=have adv|también=also v|uni-2S&SUB&PRES=unite n|letra&f-PL=letter pro:rel|que=that v|pode-1P&PRES=can inf|forma-INF=form cm|cm co|a_ver=lets_see cm|cm imp|saca-2S&IMP~pro:clit|OBJ&f&PL=bring_out prep|de=of det:art|el&f&SG=the n|bolsa&f=purse !",%svd:,poder,0,,1,1,p,pres,same,same,,,
36,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,62,?,qué son ?%mor: pro:int|qué=what cop|se-3P&PRES=be ?,%mor:,0,,,,0,0,0,,,,,
37,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,62,cop|se-3p&pres=be,qué son ?%mor: pro:int|qué=what cop|se-3P&PRES=be ?,%svd:,ser,0,,0,3,p,pres,,,,,
38,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,64,!,son letras !%mor: cop|se-3P&PRES=be n|letra&f-PL=letter !,%mor:,0,,,,0,0,0,,,,,
39,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,64,cop|se-3p&pres=be,son letras !%mor: cop|se-3P&PRES=be n|letra&f-PL=letter !,%svd:,ser,0,,0,3,p,pres,,,,,
40,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,66,?,"y qué, para qué sirven las letras ?%mor: coord|y=and pro:int|qué=what cm|cm prep|para=for pro:int|qué=what v|servi-3P&PRES=serve det:art|el&f-PL=the n|letra&f-PL=letter ?",%mor:,0,,,,0,0,0,,,,,
41,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,66,v|servi-3p&pres=serve,"y qué, para qué sirven las letras ?%mor: coord|y=and pro:int|qué=what cm|cm prep|para=for pro:int|qué=what v|servi-3P&PRES=serve det:art|el&f-PL=the n|letra&f-PL=letter ?",%svd:,servir,DP-def,,0,3,p,pres,,,,,
42,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,69,?,xx para qué sirven estas ?%mor: prep|para=for pro:int|qué=what v|servi-3P&PRES=serve det:dem|este-f-PL=this ?,%mor:,0,,,,0,0,0,,,,,
43,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,69,v|servi-3p&pres=serve,xx para qué sirven estas ?%mor: prep|para=for pro:int|qué=what v|servi-3P&PRES=serve det:dem|este-f-PL=this ?,%svd:,servir,DP-dem,,0,3,p,pres,,,,,
44,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,LAD,.,.,.,.,Lady,.,.,72,?,para qué ?%mor: prep|para=for pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
45,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,74,.,pues para jugar .%mor: co|pues=well prep|para=for inf|juga-INF=play .,%mor:,0,,,,0,0,0,,,,,
46,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,76,.,+< pues para jugar .%mor: co|pues=well prep|para=for inf|juga-INF=play .,%mor:,0,,,,0,0,0,,,,,
47,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,76,.,+< pues para jugar .%com: letters fall down .,%com:,0,,,,0,0,0,,,,,
48,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,!,"&ay ya se cayeron, levántalas !%mor: adv|ya=already pro:refl|se=itself v|cae-3P&PRET=fall cm|cm imp|levanta-2S&IMP~pro:clit|OBJ&f&PL=raise !",%mor:,0,,,,0,0,0,,,,,
49,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,v|cae-3p&pret=fall,"&ay ya se cayeron, levántalas !%mor: adv|ya=already pro:refl|se=itself v|cae-3P&PRET=fall cm|cm imp|levanta-2S&IMP~pro:clit|OBJ&f&PL=raise !",%svd:,caer,0,,0,3,p,pret,,,,,
50,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,82,.,&ajaj .,%mor:,0,,,,0,0,0,,,,,
51,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,83,+...,"y en la mochilita qué te &pusie, &ayh mira +...%mor: coord|y=and prep|en=in det:art|el&f&SG=the n|mochila&f-DIM=backpack pro:int|qué=what pro:obj|te=you cm|cm co|mira=look +...",%mor:,0,,,,0,0,0,,,,,
52,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,86,.,bub@b .%mor: bab|bub .,%mor:,0,,,,0,0,0,,,,,
53,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,88,?,"+, &ah mira, y tú vas a ir al kinder@s:eng ?%mor: co|mira=look cm|cm coord|y=and pro:sub|tú=you v|i-2S&PRES=go aprep|a=to v|ir=go aprep|a~det:art|el&m=to L2|kinder ?",%mor:,0,,,,0,0,0,,,,,
54,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,88,v|i-2s&pres=go,"+, &ah mira, y tú vas a ir al kinder@s:eng ?%mor: co|mira=look cm|cm coord|y=and pro:sub|tú=you v|i-2S&PRES=go aprep|a=to v|ir=go aprep|a~det:art|el&m=to L2|kinder ?",%svd:,ir,1,,1,2,s,pres,,,,,
55,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,91,.,"sí, ya te, ya sabes las letras .%mor: co|sí=yes cm|cm adv|ya=already pro:obj|te=you cm|cm adv|ya=already v|sabe-2S&PRES=know det:art|el&f-PL=the n|letra&f-PL=letter .",%mor:,0,,,,0,0,0,,,,,
56,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,91,v|sabe-2s&pres=know,"sí, ya te, ya sabes las letras .%mor: co|sí=yes cm|cm adv|ya=already pro:obj|te=you cm|cm adv|ya=already v|sabe-2S&PRES=know det:art|el&f-PL=the n|letra&f-PL=letter .",%svd:,saber,0,,1,2,s,pres,,same,,,
57,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,94,?,"y en esa, en esa mochilita amarilla, qué es eso, un rompecabezas ?%mor: coord|y=and prep|en=in det:dem|ese-f=that cm|cm prep|en=in det:dem|ese-f=that n|mochila&f-DIM=backpack adj|amarillo-f=yellow cm|cm pro:int|qué=what cop|se-3S&PRES=be pro:dem|eso=that_one cm|cm det:art|un&m=one n|rompecabezas&m=brainteaser ?",%mor:,0,,,,0,0,0,,,,,
58,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,94,cop|se-3s&pres=be,"y en esa, en esa mochilita amarilla, qué es eso, un rompecabezas ?%mor: coord|y=and prep|en=in det:dem|ese-f=that cm|cm prep|en=in det:dem|ese-f=that n|mochila&f-DIM=backpack adj|amarillo-f=yellow cm|cm pro:int|qué=what cop|se-3S&PRES=be pro:dem|eso=that_one cm|cm det:art|un&m=one n|rompecabezas&m=brainteaser ?",%svd:,ser,DP-dem,,0,3,s,pres,,,,,
59,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,?,"qué tiene aquí en, qué figuras tiene ?%mor: pro:int|qué=what v|tene-3S&PRES=have adv|aquí=here prep|en=in cm|cm pro:int|qué=what v|figura-2S&PRES=figure v|tene-3S&PRES=have ?",%mor:,0,,,,0,0,0,,,,,
60,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,v|tene-3s&pres=have,"qué tiene aquí en, qué figuras tiene ?%mor: pro:int|qué=what v|tene-3S&PRES=have adv|aquí=here prep|en=in cm|cm pro:int|qué=what v|figura-2S&PRES=figure v|tene-3S&PRES=have ?",%svd:,tener,na,na,na,na,na,na,na,na,na,false start,
61,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,v|figura-2s&pres=figure,"qué tiene aquí en, qué figuras tiene ?%mor: pro:int|qué=what v|tene-3S&PRES=have adv|aquí=here prep|en=in cm|cm pro:int|qué=what v|figura-2S&PRES=figure v|tene-3S&PRES=have ?",%svd:,figurar,na,na,na,na,na,na,na,na,na,tag error,
62,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,v|tene-3s&pres=have,"qué tiene aquí en, qué figuras tiene ?%mor: pro:int|qué=what v|tene-3S&PRES=have adv|aquí=here prep|en=in cm|cm pro:int|qué=what v|figura-2S&PRES=figure v|tene-3S&PRES=have ?",%svd:,tener,0,,0,3,s,pres,,,,,
63,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,102,.,esas son de xxx .%mor: det:dem|ese-f-PL=that cop|se-3P&PRES=be prep|de=of .,%mor:,0,,,,0,0,0,,,,,
64,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,102,cop|se-3p&pres=be,esas son de xxx .%mor: det:dem|ese-f-PL=that cop|se-3P&PRES=be prep|de=of .,%svd:,ser,DP-dem,,0,3,p,pres,,,,,
65,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,104,?,"&ah, y la puedes abrir también, o no ?%mor: cm|cm coord|y=and pro:obj|la&f=she v|pode-2S&PRES=can inf|abri-INF=open adv|también=also cm|cm coord|o=or adv|no=no ?",%mor:,0,,,,0,0,0,,,,,
66,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,104,v|pode-2s&pres=can,"&ah, y la puedes abrir también, o no ?%mor: cm|cm coord|y=and pro:obj|la&f=she v|pode-2S&PRES=can inf|abri-INF=open adv|también=also cm|cm coord|o=or adv|no=no ?",%svd:,poder,0,,1,2,s,pres,,,,,
67,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,107,.,no puedo abrir .%mor: adv|no=no v|pode-1S&PRES=can inf|abri-INF=open .,%mor:,0,,,,0,0,0,,,,,
68,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,107,v|pode-1s&pres=can,no puedo abrir .%mor: adv|no=no v|pode-1S&PRES=can inf|abri-INF=open .,%svd:,poder,0,,1,1,s,pres,,,,,
69,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,109,.,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
70,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,111,?,"&ah ver, y podemos hacer qué cosas ?%mor: inf|ve-INF=see cm|cm coord|y=and v|pode-1P&PRES=can inf|hace-INF=do pro:int|qué=what n|cosa&f-PL=thing ?",%mor:,0,,,,0,0,0,,,,,
71,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,111,v|pode-1p&pres=can,"&ah ver, y podemos hacer qué cosas ?%mor: inf|ve-INF=see cm|cm coord|y=and v|pode-1P&PRES=can inf|hace-INF=do pro:int|qué=what n|cosa&f-PL=thing ?",%svd:,poder,0,,1,1,p,pres,,,,,
72,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,114,.,esas son unos tubos [: cubos] .%mor: det:dem|ese-f-PL=that cop|se-3P&PRES=be det:art|un-m-PL=one n|cubo&m-PL=tub .,%mor:,0,,,,0,0,0,,,,,
73,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,114,cop|se-3p&pres=be,esas son unos tubos [: cubos] .%mor: det:dem|ese-f-PL=that cop|se-3P&PRES=be det:art|un-m-PL=one n|cubo&m-PL=tub .,%svd:,ser,DP-dem,,0,3,p,pres,,,,,
74,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,117,!,&ah son unos cubos !%mor: cop|se-3P&PRES=be det:art|un-m-PL=one n|cubo&m-PL=tub !,%mor:,0,,,,0,0,0,,,,,
75,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,117,cop|se-3p&pres=be,&ah son unos cubos !%mor: cop|se-3P&PRES=be det:art|un-m-PL=one n|cubo&m-PL=tub !,%svd:,ser,0,,0,3,p,pres,,,,,
76,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,119,?,que qué figuritas tienen estos cubos ?%mor: prep|que=than pro:int|qué=what n|figura&f-DIM-PL=form v|tene-3P&PRES=have det:dem|este-m-PL=this n|cubo&m-PL=tub ?,%mor:,0,,,,0,0,0,,,,,
77,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,119,v|tene-3p&pres=have,que qué figuritas tienen estos cubos ?%mor: prep|que=than pro:int|qué=what n|figura&f-DIM-PL=form v|tene-3P&PRES=have det:dem|este-m-PL=this n|cubo&m-PL=tub ?,%svd:,tener,DP-def,,0,3,p,pres,,,,,
78,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,122,.,son de Güini [: Whinnie@s:eng] .%mor: cop|se-3P&PRES=be prep|de=of L2|Whinnie .,%mor:,0,,,,0,0,0,,,,,
79,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,122,cop|se-3p&pres=be,son de Güini [: Whinnie@s:eng] .%mor: cop|se-3P&PRES=be prep|de=of L2|Whinnie .,%svd:,ser,0,,0,3,p,pres,,,,,
80,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,124,.,&ah de Güini [: Whinnie@s:eng] .%mor: prep|de=of L2|Whinnie .,%mor:,0,,,,0,0,0,,,,,
81,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,126,?,y de qué otra más ?%mor: coord|y=and prep|de=of pro:int|qué=what det:indef|otro-f=other adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
82,JGAV-2008-08-05-MV-01-tagged.cha,spa,CHILEMEX,CHI,.,.,02;11,.,Target_Child,.,.,129,.,&m &m y son la de Güini [Whinnie@s:eng] .%mor: coord|y=and cop|se-3P&PRES=be pro:head|la&f=she prep|de=of n:prop|Güini .,%mor:,0,,,,0,0,0,,,,,
