original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
17,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,33,pro:dem|eso=that_one,eso .%mor: pro:dem|eso=that_one .,%mor:,0,,,,0,0,0,,,,,
18,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,35,n:let|a,a@l !%mor: n:let|a !,%mor:,0,,,,0,0,0,,,,,
19,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,37,&malpica,&malpica !,%mor:,0,,,,0,0,0,,,,,
20,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,38,n:prop|yaretzi,"muy bien, Yare(t)zi !%mor: adv|muy=very adv|bien=well cm|cm n:prop|Yaretzi !",%mor:,0,,,,0,0,0,,,,,
21,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,40,co|oye=listen,oye .%mor: co|oye=listen .,%mor:,0,,,,0,0,0,,,,,
22,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,42,co|eh,eh ?%mor: co|eh ?,%mor:,0,,,,0,0,0,,,,,
23,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,44,imp|platica-2s&imp~pro:clit|1s,bueno entonces platícame .%mor: co|bueno=good co|entonces imp|platica-2S&IMP~pro:clit|1S .,%mor:,0,,,,0,0,0,,,,,
24,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,46,v|colora-2s&sub&pres=color,la sal la pintaron de qué colores ?%mor: det:art|el&f&SG=the n|sal&f=salt det:art|el&f&SG=the v|pinta-3P&PRET=paint prep|de=of pro:int|qué=what v|colora-2S&SUB&PRES=color ?,%mor:,0,,,,0,0,0,,,,,
25,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,46,v|pinta-3p&pret=paint,la sal la pintaron de qué colores ?%mor: det:art|el&f&SG=the n|sal&f=salt det:art|el&f&SG=the v|pinta-3P&PRET=paint prep|de=of pro:int|qué=what v|colora-2S&SUB&PRES=color ?,%svd:,pintar,0,,1,usted,p,pret,,switch,,,
26,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,46,v|colora-2s&sub&pres=color,la sal la pintaron de qué colores ?%mor: det:art|el&f&SG=the n|sal&f=salt det:art|el&f&SG=the v|pinta-3P&PRET=paint prep|de=of pro:int|qué=what v|colora-2S&SUB&PRES=color ?,%svd:,colorar,na,,na,na,na,na,na,na,na,incorrect tag,
27,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,50,adj|rojo-m=red,"&uum , yo quería de rojo, azul, verde y rojo !%mor: cm|cm pro:sub|yo=I v|quere-13S&PAS=want prep|de=of adj|rojo-m=red cm|cm adj|azul=blue cm|cm adj|verde=green coord|y=and adj|rojo-m=red !",%mor:,0,,,,0,0,0,,,,,
28,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,50,v|quere-13s&pas=want,"&uum , yo quería de rojo, azul, verde y rojo !%mor: cm|cm pro:sub|yo=I v|quere-13S&PAS=want prep|de=of adj|rojo-m=red cm|cm adj|azul=blue cm|cm adj|verde=green coord|y=and adj|rojo-m=red !",%svd:,querer,1,0,1,1,s,pas,,,0,,
29,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,54,adj|rojo-m=red,"azul, verde y rojo .%mor: adj|azul=blue cm|cm adj|verde=green coord|y=and adj|rojo-m=red .",%mor:,0,,,,0,0,0,,,,,
30,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,56,v|colora-2s&sub&pres=color,y lo hiciste de los tres colores +/?%mor: coord|y=and pro:obj|lo&m=him v|hace-2S&PRET=do prep|de=of det:art|el&m-PL=the det:num|tres=three v|colora-2S&SUB&PRES=color +/?,%mor:,0,,,,0,0,0,,,,,
31,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,56,v|hace-2s&pret=do,y lo hiciste de los tres colores +/?%mor: coord|y=and pro:obj|lo&m=him v|hace-2S&PRET=do prep|de=of det:art|el&m-PL=the det:num|tres=three v|colora-2S&SUB&PRES=color +/?,%svd:,hacer,0,,1,2,s,pret,,,,,
32,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,56,v|colora-2s&sub&pres=color,y lo hiciste de los tres colores +/?%mor: coord|y=and pro:obj|lo&m=him v|hace-2S&PRET=do prep|de=of det:art|el&m-PL=the det:num|tres=three v|colora-2S&SUB&PRES=color +/?,%svd:,colorar,na,,na,na,na,na,na,na,na,incorrect tag,
33,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,60,&ujum,&ujum .,%mor:,0,,,,0,0,0,,,,,
34,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,61,v|colora-2s&sub&pres=color,"+, de los cuatro colores ?%mor: prep|de=of det:art|el&m-PL=the det:num|cuatro=four v|colora-2S&SUB&PRES=color ?",%mor:,0,,,,0,0,0,,,,,
35,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,61,v|colora-2s&sub&pres=color,"+, de los cuatro colores ?%mor: prep|de=of det:art|el&m-PL=the det:num|cuatro=four v|colora-2S&SUB&PRES=color ?",%svd:,colorar,na,,na,na,na,na,na,na,na,incorrect tag,
36,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,64,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
37,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,66,inf|hace-inf=do,y ahora con esa sal qué van a hacer ?%mor: coord|y=and adv|ahora=now prep|con=with det:dem|ese-f=that n|sal&f=salt pro:int|qué=what v|i-3P&PRES=go aprep|a=to inf|hace-INF=do ?,%mor:,0,,,,0,0,0,,,,,
38,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,66,v|i-3p&pres=go,y ahora con esa sal qué van a hacer ?%mor: coord|y=and adv|ahora=now prep|con=with det:dem|ese-f=that n|sal&f=salt pro:int|qué=what v|i-3P&PRES=go aprep|a=to inf|hace-INF=do ?,%svd:,ir,0,,1,usted,p,pres,,,,,
39,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,70,v|sabe-1s&pres=know,"&uuumm , no sé .%mor: cm|cm co|no=no v|sabe-1S&PRES=know .",%mor:,0,,,,0,0,0,,,,,
40,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,70,v|sabe-1s&pres=know,"&uuumm , no sé .%mor: cm|cm co|no=no v|sabe-1S&PRES=know .",%svd:,saber,na,,na,na,na,na,na,na,na,no sé,
41,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,72,co|sabes=you_know,no sabes ?%mor: co|no=no co|sabes=you_know ?,%mor:,0,,,,0,0,0,,,,,
42,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,74,adj|verde=green,la guardaron en el frasquito verde .%mor: det:art|el&f&SG=the v|guarda-3P&PRET=guard prep|en=in det:art|el&m&SG=the n|frasco&m-DIM=flask adj|verde=green .,%mor:,0,,,,0,0,0,,,,,
43,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,74,v|guarda-3p&pret=guard,la guardaron en el frasquito verde .%mor: det:art|el&f&SG=the v|guarda-3P&PRET=guard prep|en=in det:art|el&m&SG=the n|frasco&m-DIM=flask adj|verde=green .,%svd:,guardar,0,,1,usted,p,pret,,,,,
44,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,77,n|sal&f=salt,la que tenía sal ?%mor: pro:head|la&f=she prep|que=than v|tene-13S&PAS=have n|sal&f=salt ?,%mor:,0,,,,0,0,0,,,,,
45,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,77,v|tene-13s&pas=have,la que tenía sal ?%mor: pro:head|la&f=she prep|que=than v|tene-13S&PAS=have n|sal&f=salt ?,%svd:,tener,na,,na,na,na,na,na,na,na,,
46,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,n|sal&f=salt,la que tenía sal .%mor: pro:head|la&f=she prep|que=than v|tene-13S&PAS=have n|sal&f=salt .,%mor:,0,,,,0,0,0,,,,,
47,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,v|tene-13s&pas=have,la que tenía sal .%mor: pro:head|la&f=she prep|que=than v|tene-13S&PAS=have n|sal&f=salt .,%svd:,tener,na,,na,na,na,na,na,na,na,incorrect person,
48,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,81,v|ocupa-3p&pret=occupy,"oye, y el pelador para qué lo ocuparon ?%mor: co|oye=listen cm|cm coord|y=and det:art|el&m&SG=the ?|pelador prep|para=for pro:int|qué=what pro:obj|lo&m=him v|ocupa-3P&PRET=occupy ?",%mor:,0,,,,0,0,0,,,,,
49,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,81,v|ocupa-3p&pret=occupy,"oye, y el pelador para qué lo ocuparon ?%mor: co|oye=listen cm|cm coord|y=and det:art|el&m&SG=the ?|pelador prep|para=for pro:int|qué=what pro:obj|lo&m=him v|ocupa-3P&PRET=occupy ?",%svd:,ocupar,0,,1,usted,p,pret,,switch,,,
50,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,85,n|papa&m=pope,pues para la papa .%mor: co|pues=well prep|para=for det:art|el&f&SG=the n|papa&m=pope .,%mor:,0,,,,0,0,0,,,,,
51,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,87,n|papa&m-pl=pope,que no hicimos papas .%mor: pro:rel|que=that adv|no=no v|hace-1P&PRES&PRET=do n|papa&m-PL=pope .,%mor:,0,,,,0,0,0,,,,,
52,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,87,v|hace-1p&pres&pret=do,que no hicimos papas .%mor: pro:rel|que=that adv|no=no v|hace-1P&PRES&PRET=do n|papa&m-PL=pope .,%svd:,hacer,0,,1,1,p,pres,,,0,,
53,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,90,n|papa&m-pl=pope,no hicieron papas ?%mor: adv|no=no v|hace-3P&PRET=do n|papa&m-PL=pope ?,%mor:,0,,,,0,0,0,,,,,
54,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,90,v|hace-3p&pret=do,no hicieron papas ?%mor: adv|no=no v|hace-3P&PRET=do n|papa&m-PL=pope ?,%svd:,hacer,0,,1,usted,p,pret,,,,,
55,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,92,n|sal&f=salt,"no, íbamos a hacer una sal .%mor: co|no=no cm|cm v|i-1P&PAS=go aprep|a=to inf|hace-INF=do det:art|un-f=one n|sal&f=salt .",%mor:,0,,,,0,0,0,,,,,
56,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,92,v|i-1p&pas=go,"no, íbamos a hacer una sal .%mor: co|no=no cm|cm v|i-1P&PAS=go aprep|a=to inf|hace-INF=do det:art|un-f=one n|sal&f=salt .",%svd:,ir,0,,1,1,p,pas,,,0,,
57,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,95,part|come-ppart-f=eat,"una, una comida .%mor: det:art|un-f=one cm|cm det:art|un-f=one part|come-PPART-f=eat .",%mor:,0,,,,0,0,0,,,,,
58,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,97,inf|hace-inf=do,y ahora las papas cuándo las van a hacer ?%mor: coord|y=and adv|ahora=now det:art|el&f-PL=the n|papa&m-PL=pope pro:int|cuándo=when pro:obj|la&f-PL=she v|i-3P&PRES=go aprep|a=to inf|hace-INF=do ?,%mor:,0,,,,0,0,0,,,,,
59,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,97,v|i-3p&pres=go,y ahora las papas cuándo las van a hacer ?%mor: coord|y=and adv|ahora=now det:art|el&f-PL=the n|papa&m-PL=pope pro:int|cuándo=when pro:obj|la&f-PL=she v|i-3P&PRES=go aprep|a=to inf|hace-INF=do ?,%svd:,ir,0,,1,usted,p,pres,,,,,
60,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,101,v|sabe-1s&pres=know,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:,0,,,,0,0,0,,,,,
61,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,101,v|sabe-1s&pres=know,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%svd:,saber,na,,na,na,na,na,na,na,na,no sé,
62,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,103,n|viernes&m=friday,"mañana, o viernes .%mor: adv|mañana=tomorrow cm|cm coord|o=or n|viernes&m=Friday .",%mor:,0,,,,0,0,0,,,,,
63,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,105,n|viernes&m=friday,o viernes .%mor: coord|o=or n|viernes&m=Friday .,%mor:,0,,,,0,0,0,,,,,
64,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,107,inf|hace-inf=do,mañana van a hacer +...%mor: adv|mañana=tomorrow v|i-3P&PRES=go aprep|a=to inf|hace-INF=do +...,%mor:,0,,,,0,0,0,,,,,
65,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,107,v|i-3p&pres=go,mañana van a hacer +...%mor: adv|mañana=tomorrow v|i-3P&PRES=go aprep|a=to inf|hace-INF=do +...,%svd:,ir,0,,1,usted,p,pres,,,,,
66,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,109,adv|mañana=tomorrow,mañana (..) qué van a hacer mañana ?%mor: adv|mañana=tomorrow pro:int|qué=what v|i-3P&PRES=go aprep|a=to inf|hace-INF=do adv|mañana=tomorrow ?,%mor:,0,,,,0,0,0,,,,,
67,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,109,v|i-3p&pres=go,mañana (..) qué van a hacer mañana ?%mor: adv|mañana=tomorrow pro:int|qué=what v|i-3P&PRES=go aprep|a=to inf|hace-INF=do adv|mañana=tomorrow ?,%svd:,ir,0,,1,usted,p,pres,,same,,,
68,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,112,n|atún&m=tuna,hoy fue ensalada de atún .%mor: adv|hoy=today cop|se-3S&PRET=be n|ensalada&f=salad prep|de=of n|atún&m=tuna .,%mor:,0,,,,0,0,0,,,,,
69,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,112,cop|se-3s&pret=be,hoy fue ensalada de atún .%mor: adv|hoy=today cop|se-3S&PRET=be n|ensalada&f=salad prep|de=of n|atún&m=tuna .,%svd:,ser,DP-indef,,0,3,s,pret,na,na,,,
70,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,115,&ujum,&ujum .,%mor:,0,,,,0,0,0,,,,,
71,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,116,n|plástico&m=plastic,"&ah , para mañana necesitas un gotero de plástico .%mor: cm|cm prep|para=for adv|mañana=tomorrow v|necesita-2S&PRES=need det:art|un&m=one n|gotero&m=dropper prep|de=of n|plástico&m=plastic .",%mor:,0,,,,0,0,0,,,,,
72,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,116,v|necesita-2s&pres=need,"&ah , para mañana necesitas un gotero de plástico .%mor: cm|cm prep|para=for adv|mañana=tomorrow v|necesita-2S&PRES=need det:art|un&m=one n|gotero&m=dropper prep|de=of n|plástico&m=plastic .",%svd:,necesitar,0,,1,2,s,pres,,,,,
73,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,120,pro:int|qué=what,por qué ?%mor: prep|por=for pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
74,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,122,inf|hace-inf=do,no sé qué van a hacer .%mor: adv|no=no v|sabe-1S&PRES=know pro:int|qué=what v|i-3P&PRES=go aprep|a=to inf|hace-INF=do .,%mor:,0,,,,0,0,0,,,,,
75,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,122,v|sabe-1s&pres=know,no sé qué van a hacer .%mor: adv|no=no v|sabe-1S&PRES=know pro:int|qué=what v|i-3P&PRES=go aprep|a=to inf|hace-INF=do .,%svd:,saber,na,,na,na,na,na,na,na,na,exclude,
76,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,122,v|i-3p&pres=go,no sé qué van a hacer .%mor: adv|no=no v|sabe-1S&PRES=know pro:int|qué=what v|i-3P&PRES=go aprep|a=to inf|hace-INF=do .,%svd:,ir,0,,1,usted,p,pres,,,,,
77,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,125,v|gotea-1s&pres=drip,algo como goteo .%mor: pro:dem|algo=something adv|como=like v|gotea-1S&PRES=drip .,%mor:,0,,,,0,0,0,,,,,
78,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,125,v|gotea-1s&pres=drip,algo como goteo .%mor: pro:dem|algo=something adv|como=like v|gotea-1S&PRES=drip .,%svd:,gotear,na,,na,na,na,na,na,na,na,incorrect tag,
79,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,127,part|deci-ppart-m=say,no les han dicho ?%mor: adv|no=no pro:ind|le-PL=them aux|habe-3P&PRES=have part|deci-PPART-m=say ?,%mor:,0,,,,0,0,0,,,,,
80,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,127,aux|habe-3p&pres=have,no les han dicho ?%mor: adv|no=no pro:ind|le-PL=them aux|habe-3P&PRES=have part|deci-PPART-m=say ?,%svd:,haber,na,,na,na,na,na,na,na,na,generic?,
81,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,130,n|sope&m-pl=small_tortilla,y el viernes van a hacer sopes .%mor: coord|y=and det:art|el&m&SG=the n|viernes&m=Friday v|i-3P&PRES=go aprep|a=to inf|hace-INF=do n|sope&m-PL=small_tortilla .,%mor:,0,,,,0,0,0,,,,,
82,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,130,v|i-3p&pres=go,y el viernes van a hacer sopes .%mor: coord|y=and det:art|el&m&SG=the n|viernes&m=Friday v|i-3P&PRES=go aprep|a=to inf|hace-INF=do n|sope&m-PL=small_tortilla .,%svd:,ir,0,,1,usted,p,pres,,,switch,,
83,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,133,n|sope&m-pl=small_tortilla,qué son sopes ?%mor: pro:int|qué=what cop|se-3P&PRES=be n|sope&m-PL=small_tortilla ?,%mor:,0,,,,0,0,0,,,,,
84,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,4;8,.,Target_Child,.,.,133,cop|se-3p&pres=be,qué son sopes ?%mor: pro:int|qué=what cop|se-3P&PRES=be n|sope&m-PL=small_tortilla ?,%svd:,ser,DP-indef,,0,3,p,pres,,,,,
85,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,135,adj|delicioso-m-pl=delightful,"es una tortilla a largada y puede llevar frijoles, pollo, &eeeh, col, queso, &mmmm , deliciosos +/.%mor: cop|se-3S&PRES=be det:art|un-f=one n|torta&f-DIM=tart aprep|a=to part|larga-PPART-f=go_away coord|y=and v|pode-3S&PRES=can inf|lleva-INF=carry n|frijol&m-PL=bean cm|cm n|pollo&m=chicken cm|cm cm|cm n|col&m=cabbage cm|cm n|queso&m=cheese cm|cm cm|cm adj|delicioso-m-PL=delightful +/.",%mor:,0,,,,0,0,0,,,,,
86,YBM-2008-07-30-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,135,cop|se-3s&pres=be,"es una tortilla a largada y puede llevar frijoles, pollo, &eeeh, col, queso, &mmmm , deliciosos +/.%mor: cop|se-3S&PRES=be det:art|un-f=one n|torta&f-DIM=tart aprep|a=to part|larga-PPART-f=go_away coord|y=and v|pode-3S&PRES=can inf|lleva-INF=carry n|frijol&m-PL=bean cm|cm n|pollo&m=chicken cm|cm cm|cm n|col&m=cabbage cm|cm n|queso&m=cheese cm|cm cm|cm adj|delicioso-m-PL=delightful +/.",%svd:,ser,DP-indef,,0,3,s,pres,na,na,,,
