original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
28,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,78,imp|anda-3s&imp~pro:clit|3s,"sí, ándele .%mor: co|sí=yes cm|cm imp|anda-3S&IMP~pro:clit|3S .",%mor:,0,,,,0,0,0,,,,,
29,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,80,aprep|a=to,que lo voy a xxx .%mor: pro:rel|que=that pro:obj|lo&m=him v|i-1S&PRES=go aprep|a=to .,%mor:,0,,,,0,0,0,,,,,
30,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,80,v|i-1s&pres=go,que lo voy a xxx .%mor: pro:rel|que=that pro:obj|lo&m=him v|i-1S&PRES=go aprep|a=to .,%svd:,ir,0,,,1,s,pres,,,,,
31,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,82,co|gracias=thanks,sí gracias .%mor: co|sí=yes co|gracias=thanks .,%mor:,0,,,,0,0,0,,,,,
32,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,84,adv|bien=well,"sí, está bien .%mor: co|sí=yes cm|cm aux|esta-3S&PRES=be adv|bien=well .",%mor:,0,,,,0,0,0,,,,,
33,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,84,aux|esta-3s&pres=be,"sí, está bien .%mor: co|sí=yes cm|cm aux|esta-3S&PRES=be adv|bien=well .",%svd:,estar,0,,,3,s,pres,,,,,
34,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,86,n|cosa&f=thing,"igualmente, cualquier cosa +...%mor: adv:adj|igual-ADV=equal cm|cm det:indef|cualquier&m=whichever n|cosa&f=thing +...",%mor:,0,,,,0,0,0,,,,,
35,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,89,v|i-3p&pres=go,a dónde van ?%mor: aprep|a=to pro:int|dónde=where v|i-3P&PRES=go ?,%mor:,0,,,,0,0,0,,,,,
36,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,89,.,a dónde van ?%com: the lady responds to the child before leaving and closing the door .,%com:,0,,,,0,0,0,,,,,
37,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,89,v|i-3p&pres=go,a dónde van ?%mor: aprep|a=to pro:int|dónde=where v|i-3P&PRES=go ?,%svd:,ir,0,,,3,p,pres,,,,,
38,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,92,co|cuidado=careful,con mucho cuidado .%mor: prep|con=with adv|mucho=much co|cuidado=careful .,%mor:,0,,,,0,0,0,,,,,
39,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,94,n:prop|mariana,"corta el limón, lava los limones Mari(ana) .%mor: imp|corta-2S&IMP=cut det:art|el&m&SG=the n|limón&m=lemon cm|cm imp|lava-2S&IMP=wash det:art|el&m-PL=the n|limón&m-PL=lemon n:prop|Mariana .",%mor:,0,,,,0,0,0,,,,,
40,KDP-2008-07-26-MI.cha,spa,CHILEMEX,SIS,.,.,.,.,Sister,.,.,98,&mhm,&mhm .,%mor:,0,,,,0,0,0,,,,,
41,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,n:prop|kamila,"ten cuidado porque si este cuchillo pasa por tus dedos, qué pasa Kamila ?%mor: imp|tene-2S&IMP=have n|cuidado&m=care conj|porque=because conj|si=if det:dem|este=this n|cuchillo&m=knife v|pasa-3S&PRES=pass prep|por=for det:poss|tu-PL=your n|dedo&m-PL=finger cm|cm pro:int|qué=what v|pasa-3S&PRES=pass n:prop|Kamila ?",%mor:,0,,,,0,0,0,,,,,
42,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,v|pasa-3s&pres=pass,"ten cuidado porque si este cuchillo pasa por tus dedos, qué pasa Kamila ?%mor: imp|tene-2S&IMP=have n|cuidado&m=care conj|porque=because conj|si=if det:dem|este=this n|cuchillo&m=knife v|pasa-3S&PRES=pass prep|por=for det:poss|tu-PL=your n|dedo&m-PL=finger cm|cm pro:int|qué=what v|pasa-3S&PRES=pass n:prop|Kamila ?",%svd:,pasar,DP-def,,0,3,s,pres,,,,,
43,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,v|pasa-3s&pres=pass,"ten cuidado porque si este cuchillo pasa por tus dedos, qué pasa Kamila ?%mor: imp|tene-2S&IMP=have n|cuidado&m=care conj|porque=because conj|si=if det:dem|este=this n|cuchillo&m=knife v|pasa-3S&PRES=pass prep|por=for det:poss|tu-PL=your n|dedo&m-PL=finger cm|cm pro:int|qué=what v|pasa-3S&PRES=pass n:prop|Kamila ?",%svd:,pasar,wh,,0,3,s,pres,,,,,
44,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,105,v|corta-1p&pres&pret=cut,nos cortamosh [: cortamos] .%mor: pro:obj|nos=us v|corta-1P&PRES&PRET=cut .,%mor:,0,,,,0,0,0,,,,,
45,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,105,v|corta-1p&pres&pret=cut,nos cortamosh [: cortamos] .%mor: pro:obj|nos=us v|corta-1P&PRES&PRET=cut .,%svd:,cortar,0,,1,1,p,pres,,,,,
46,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,107,v|corta-2s&pres=cut,&eh y qué pasa cuando te cortas ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRES=pass conj|cuando=when pro:obj|te=you v|corta-2S&PRES=cut ?,%mor:,0,,,,0,0,0,,,,,
47,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,107,v|pasa-3s&pres=pass,&eh y qué pasa cuando te cortas ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRES=pass conj|cuando=when pro:obj|te=you v|corta-2S&PRES=cut ?,%svd:,pasar,wh,,,3,s,pres,,,,,
48,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,107,v|corta-2s&pres=cut,&eh y qué pasa cuando te cortas ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRES=pass conj|cuando=when pro:obj|te=you v|corta-2S&PRES=cut ?,%svd:,cortar,0,,1,2,s,pres,,,,,
49,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,110,n|sangre&f=blood,hay hangue [: sangre] .%mor: v|habe-3S&PRES&SPEC=have n|sangre&f=blood .,%mor:,0,,,,0,0,0,,,,,
50,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,110,v|habe-3s&pres&spec=have,hay hangue [: sangre] .%mor: v|habe-3S&PRES&SPEC=have n|sangre&f=blood .,%svd:,haber,na,,na,na,na,na,na,na,,exclude,
51,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,112,co|ajá=hah,"&m, ajá .%mor: cm|cm co|ajá=hah .",%mor:,0,,,,0,0,0,,,,,
52,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,114,n|persona&f-pl=person,&ah po(r)que ya no van a venir las pejonash [: personas] ?%mor: conj|porque=because adv|ya=already adv|no=no v|i-3P&PRES=go aprep|a=to inf|veni-INF=come det:art|el&f-PL=the n|persona&f-PL=person ?,%mor:,0,,,,0,0,0,,,,,
53,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,114,v|i-3p&pres=go,&ah po(r)que ya no van a venir las pejonash [: personas] ?%mor: conj|porque=because adv|ya=already adv|no=no v|i-3P&PRES=go aprep|a=to inf|veni-INF=come det:art|el&f-PL=the n|persona&f-PL=person ?,%svd:,ir,DP-def,1,1,3,p,pres,,,,,
54,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,118,inf|veni-inf=come,"sí, sí van venir .%mor: co|sí=yes cm|cm co|sí=yes v|i-3P&PRES=go inf|veni-INF=come .",%mor:,0,,,,0,0,0,,,,,
55,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,118,v|i-3p&pres=go,"sí, sí van venir .%mor: co|sí=yes cm|cm co|sí=yes v|i-3P&PRES=go inf|veni-INF=come .",%svd:,ir,0,,1,3,p,pres,,,,,
56,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,120,inf|barre-inf=to_sweep,Mari(ana) vas a ponerte a barrer &eh ?%mor: n:prop|Mariana v|i-2S&PRES=go aprep|a=to inf|pone-INF~pro:clit|2S aprep|a=to inf|barre-INF=to_sweep ?,%mor:,0,,,,0,0,0,,,,,
57,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,120,v|i-2s&pres=go,Mari(ana) vas a ponerte a barrer &eh ?%mor: n:prop|Mariana v|i-2S&PRES=go aprep|a=to inf|pone-INF~pro:clit|2S aprep|a=to inf|barre-INF=to_sweep ?,%svd:,ir,0,,1,2,s,pres,,,,,
58,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,123,v|conoce-2s&pres=know,"sí van a venir, hija, pero van a venir un, al ratito, las conoces ?%mor: co|sí=yes v|i-3P&PRES=go aprep|a=to inf|veni-INF=come cm|cm co:voc|hija=child cm|cm conj|pero=but v|i-3P&PRES=go aprep|a=to inf|veni-INF=come det:art|un&m=one cm|cm aprep|a~det:art|el&m n|rato&m-DIM=rat cm|cm pro:obj|la&f-PL=she v|conoce-2S&PRES=know ?",%mor:,0,,,,0,0,0,,,,,
59,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,123,v|i-3p&pres=go,"sí van a venir, hija, pero van a venir un, al ratito, las conoces ?%mor: co|sí=yes v|i-3P&PRES=go aprep|a=to inf|veni-INF=come cm|cm co:voc|hija=child cm|cm conj|pero=but v|i-3P&PRES=go aprep|a=to inf|veni-INF=come det:art|un&m=one cm|cm aprep|a~det:art|el&m n|rato&m-DIM=rat cm|cm pro:obj|la&f-PL=she v|conoce-2S&PRES=know ?",%svd:,ir,0,,1,3,p,pres,,,,,
60,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,123,v|i-3p&pres=go,"sí van a venir, hija, pero van a venir un, al ratito, las conoces ?%mor: co|sí=yes v|i-3P&PRES=go aprep|a=to inf|veni-INF=come cm|cm co:voc|hija=child cm|cm conj|pero=but v|i-3P&PRES=go aprep|a=to inf|veni-INF=come det:art|un&m=one cm|cm aprep|a~det:art|el&m n|rato&m-DIM=rat cm|cm pro:obj|la&f-PL=she v|conoce-2S&PRES=know ?",%svd:,ir,0,,1,3,p,pres,,,,,
61,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,123,v|conoce-2s&pres=know,"sí van a venir, hija, pero van a venir un, al ratito, las conoces ?%mor: co|sí=yes v|i-3P&PRES=go aprep|a=to inf|veni-INF=come cm|cm co:voc|hija=child cm|cm conj|pero=but v|i-3P&PRES=go aprep|a=to inf|veni-INF=come det:art|un&m=one cm|cm aprep|a~det:art|el&m n|rato&m-DIM=rat cm|cm pro:obj|la&f-PL=she v|conoce-2S&PRES=know ?",%svd:,conocer,0,,1,2,s,pres,,,,,
62,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,129,&mhm,&mhm .,%mor:,0,,,,0,0,0,,,,,
63,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,130,v|llama-3p&pres=call,+< cuéntame cómo se llaman .%mor: imp|conta-2S&IMP~pro:clit|1S pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call .,%mor:,0,,,,0,0,0,,,,,
64,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,130,v|llama-3p&pres=call,+< cuéntame cómo se llaman .%mor: imp|conta-2S&IMP~pro:clit|1S pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call .,%svd:,llamar,0,,1,3,p,pres,switch,switch,,,
65,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,133,v|llama-3s&pres=call,una Mariana y la otra no ke [: sé] cómo ke [: se] llama .%mor: det:art|un-f=one n:prop|Mariana coord|y=and det:art|el&f&SG=the det:indef|otro-f=other adv|no=no v|sabe-1S&PRES=know pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call .,%mor:,0,,,,0,0,0,,,,,
66,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,133,v|sabe-1S&PRES=know,una Mariana y la otra no ke [: sé] cómo ke [: se] llama .%mor: det:art|un-f=one n:prop|Mariana coord|y=and det:art|el&f&SG=the det:indef|otro-f=other adv|no=no v|sabe-1S&PRES=know pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call .,%svd:,saber,0,,1,1,S,PRES,,,,,
67,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,133,v|llama-3s&pres=call,una Mariana y la otra no ke [: sé] cómo ke [: se] llama .%mor: det:art|un-f=one n:prop|Mariana coord|y=and det:art|el&f&SG=the det:indef|otro-f=other adv|no=no v|sabe-1S&PRES=know pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call .,%svd:,llamar,0,,1,3,s,pres,,,,,
68,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,137,n:prop|mariana,"&mm se llama Mariana como tu hermana, Mariana ?%mor: pro:refl|se=itself v|llama-3S&PRES=call n:prop|Mariana adv|como=like det:poss|tu=your n|hermano-f=sibling cm|cm n:prop|Mariana ?",%mor:,0,,,,0,0,0,,,,,
69,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,137,v|llama-3s&pres=call,"&mm se llama Mariana como tu hermana, Mariana ?%mor: pro:refl|se=itself v|llama-3S&PRES=call n:prop|Mariana adv|como=like det:poss|tu=your n|hermano-f=sibling cm|cm n:prop|Mariana ?",%svd:,llamar,0,,1,3,s,pres,,,,,
70,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,141,&mhm,&mhm .,%mor:,0,,,,0,0,0,,,,,
71,KDP-2008-07-26-MI.cha,spa,CHILEMEX,SIS,.,.,.,.,Sister,.,.,142,n|pelapapas&m=potato_peeler,el pelapapas ?%mor: det:art|el&m&SG=the n|pelapapas&m=potato_peeler ?,%mor:,0,,,,0,0,0,,,,,
72,KDP-2008-07-26-MI.cha,spa,CHILEMEX,SIS,.,.,.,.,Sister,.,.,144,co|sí=yes,&ah sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
73,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,146,v|recoge-1s&pret=gather,ya lo recogí .%mor: adv|ya=already pro:obj|lo&m=him v|recoge-1S&PRET=gather .,%mor:,0,,,,0,0,0,,,,,
74,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,146,v|recoge-1s&pret=gather,ya lo recogí .%mor: adv|ya=already pro:obj|lo&m=him v|recoge-1S&PRET=gather .,%svd:,recoger,0,,1,1,s,pret,,,,,
75,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,148,co|a_ver=lets_see,"cuidado mi amor, clávalo fuerte, fuerte, (..) a_ver .%mor: co|cuidado=careful det:poss|mi=my co:voc|amor=love cm|cm imp|clava-2S&IMP~pro:clit|OBJ&m adj|fuerte=strong cm|cm adj|fuerte=strong cm|cm co|a_ver=lets_see .",%mor:,0,,,,0,0,0,,,,,
76,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,152,adv|ya=already,no yo ya +/.%mor: adv|no=no pro:sub|yo=I adv|ya=already +/.,%mor:,0,,,,0,0,0,,,,,
77,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,154,imp|fija-2s&imp~pro:clit|2s,"si tú pones, fíjate .%mor: conj|si=if pro:sub|tú=you v|pone-2S&PRES=put cm|cm imp|fija-2S&IMP~pro:clit|2S .",%mor:,0,,,,0,0,0,,,,,
78,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,154,v|pone-2s&pres=put,"si tú pones, fíjate .%mor: conj|si=if pro:sub|tú=you v|pone-2S&PRES=put cm|cm imp|fija-2S&IMP~pro:clit|2S .",%svd:,poner,1,0,1,2,s,pres,,,,,
79,KDP-2008-07-26-MI.cha,spa,CHILEMEX,CHI,.,.,3;5,.,Target_Child,.,.,157,co|no=no,"+, ya, ya, no !%mor: adv|ya=already cm|cm adv|ya=already cm|cm co|no=no !",%mor:,0,,,,0,0,0,,,,,
80,KDP-2008-07-26-MI.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,159,adv|aquí=here,"si tú pones el dedo aquí, te puedes apoyar mejor, (..) aquí .%mor: conj|si=if pro:sub|tú=you v|pone-2S&PRES=put det:art|el&m&SG=the n|dedo&m=finger adv|aquí=here cm|cm pro:obj|te=you v|pode-2S&PRES=can inf|apoya-INF=support adj|mejor=better cm|cm adv|aquí=here .",%mor:,0,,,,0,0,0,,,,,
