original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
42,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,71,v|i-1s&pres=go,"yo te las voy a zafar toda(s) las piececita(s), la(s) vamos a cortar, (.) y las vamos a poner en este dibujito .%mor: pro:sub|yo=I pro:obj|te=you pro:obj|la&f-PL=she v|i-1S&PRES=go aprep|a=to inf|zafa-INF=escapes det:indef|todo-f-PL=all det:art|el&f-PL=the n|pieza&f-DIM-PL=piece cm|cm det:art|el&f-PL=the v|i-1P&PRES=go aprep|a=to inf|corta-INF=cut cm|cm coord|y=and det:art|el&f-PL=the v|i-1P&PRES=go aprep|a=to inf|pone-INF=put prep|en=in det:dem|este=this n|dibujo&m-DIM=design .",%svd:,ir,1,0,1,1,s,pres,,,,,
43,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,71,v|i-1p&pres=go,"yo te las voy a zafar toda(s) las piececita(s), la(s) vamos a cortar, (.) y las vamos a poner en este dibujito .%mor: pro:sub|yo=I pro:obj|te=you pro:obj|la&f-PL=she v|i-1S&PRES=go aprep|a=to inf|zafa-INF=escapes det:indef|todo-f-PL=all det:art|el&f-PL=the n|pieza&f-DIM-PL=piece cm|cm det:art|el&f-PL=the v|i-1P&PRES=go aprep|a=to inf|corta-INF=cut cm|cm coord|y=and det:art|el&f-PL=the v|i-1P&PRES=go aprep|a=to inf|pone-INF=put prep|en=in det:dem|este=this n|dibujo&m-DIM=design .",%svd:,ir,0,,1,1,p,pres,switch,switch,,,
44,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,71,v|i-1p&pres=go,"yo te las voy a zafar toda(s) las piececita(s), la(s) vamos a cortar, (.) y las vamos a poner en este dibujito .%mor: pro:sub|yo=I pro:obj|te=you pro:obj|la&f-PL=she v|i-1S&PRES=go aprep|a=to inf|zafa-INF=escapes det:indef|todo-f-PL=all det:art|el&f-PL=the n|pieza&f-DIM-PL=piece cm|cm det:art|el&f-PL=the v|i-1P&PRES=go aprep|a=to inf|corta-INF=cut cm|cm coord|y=and det:art|el&f-PL=the v|i-1P&PRES=go aprep|a=to inf|pone-INF=put prep|en=in det:dem|este=this n|dibujo&m-DIM=design .",%svd:,ir,0,,1,1,p,pres,same,same,,,
45,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,?,sale y vale ?,%mor:,0,,,,0,0,0,,,,,
46,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,v|sali-3s&pres=leave,sale y vale ?%mor: v|sali-3S&PRES=leave coord|y=and co|vale=okay ?,%svd:,salir,na,na,na,na,na,na,na,na,na,exclude,
47,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,81,.,sale vale .,%mor:,0,,,,0,0,0,,,,,
48,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,81,v|sali-3s&pres=leave,sale vale .%mor: v|sali-3S&PRES=leave co|vale=okay .,%svd:,salir,na,na,na,na,na,na,na,na,na,exclude,
49,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,83,?,"&pe , pegándolo ?",%mor:,0,,,,0,0,0,,,,,
50,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,85,.,pegándolo .,%mor:,0,,,,0,0,0,,,,,
51,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,87,.,resistol xxx .,%mor:,0,,,,0,0,0,,,,,
52,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,89,.,resistol .,%mor:,0,,,,0,0,0,,,,,
53,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,91,?,hoy qué hiciste en la escuela Atzín ?,%mor:,0,,,,0,0,0,,,,,
54,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,91,v|hace-2s&pret=do,hoy qué hiciste en la escuela Atzín ?%mor: adv|hoy=today pro:int|qué=what v|hace-2S&PRET=do prep|en=in det:art|el&f&SG=the n|escuela&f=school n:prop|Atzín ?,%svd:,hacer,0,,1,2,s,pret,,,,,
55,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,94,.,nada .,%mor:,0,,,,0,0,0,,,,,
56,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,96,?,no han hecho nada ?,%mor:,0,,,,0,0,0,,,,,
57,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,96,aux|habe-3p&pres=have,no han hecho nada ?%mor: adv|no=no aux|habe-3P&PRES=have part|hace-PPART-m=do pro:indef|nada=nothing ?,%svd:,haber,0,,1,usted,p,pres,,,,,
58,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,?,"+, no más el bailable o qué ?",%mor:,0,,,,0,0,0,,,,,
59,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,102,.,sí nada más el bailable .,%mor:,0,,,,0,0,0,,,,,
60,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,102,v|nada-3s&pres=swim,sí nada más el bailable .%mor: co|sí=yes v|nada-3S&PRES=swim adv|más=more det:art|el&m&SG=the adj|bailable=danceable .,%svd:,nadar,na,na,na,na,na,na,na,na,na,tag error,
61,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,105,?,yo puedo hacer otro ?,%mor:,0,,,,0,0,0,,,,,
62,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,105,v|pode-1s&pres=can,yo puedo hacer otro ?%mor: pro:sub|yo=I v|pode-1S&PRES=can inf|hace-INF=do pro:indef|otro-m=other ?,%svd:,poder,1,0,1,1,s,pres,,,,,
63,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,108,.,sí mi vida .,%mor:,0,,,,0,0,0,,,,,
64,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,110,?,ésta ?,%mor:,0,,,,0,0,0,,,,,
65,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,112,?,ésta puedo hacer ?,%mor:,0,,,,0,0,0,,,,,
66,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,112,v|pode-1s&pres=can,ésta puedo hacer ?%mor: pro:dem|éste-f=this_one v|pode-1S&PRES=can inf|hace-INF=do ?,%svd:,poder,0,,1,1,s,pres,,,,,
67,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,114,?,mamá ésta puedo recortar ?,%mor:,0,,,,0,0,0,,,,,
68,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,114,v|pode-1s&pres=can,mamá ésta puedo recortar ?%mor: n|mamá&f=mommy pro:dem|éste-f=this_one v|pode-1S&PRES=can re#inf|corta-INF=cut ?,%svd:,poder,0,,1,1,s,pres,,same,,,
69,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,117,?,y si te sales hijo ?,%mor:,0,,,,0,0,0,,,,,
70,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,117,v|sali-2s&pres=leave,y si te sales hijo ?%mor: coord|y=and conj|si=if pro:obj|te=you v|sali-2S&PRES=leave co:voc|hijo=child ?,%svd:,salir,0,,1,2,s,pres,,,,,
71,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,120,.,"ya no me, ya no me va a salir como siempre .",%mor:,0,,,,0,0,0,,,,,
72,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,120,v|i-3s&pres=go,"ya no me, ya no me va a salir como siempre .%mor: adv|ya=already adv|no=no pro:obj|me=me cm|cm adv|ya=already adv|no=no pro:obj|me=me v|i-3S&PRES=go aprep|a=to inf|sali-INF=leave adv|como=like adv|siempre=always .",%svd:,ir,0,,0,3,s,pres,,,,,
73,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,124,.,de esa orillita .,%mor:,0,,,,0,0,0,,,,,
74,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,126,?,no te vayas a salir ?,%mor:,0,,,,0,0,0,,,,,
75,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,126,v|i-2S&SUB&PRES=go,no te vayas a salir ?%mor: adv|no=no pro:obj|te=you v|i-2S&SUB&PRES=go aprep|a=to inf|sali-INF=leave ?,%svd:,ir,na,na,na,na,na,na,na,na,na,imperative,
76,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,129,.,no .,%mor:,0,,,,0,0,0,,,,,
77,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,131,.,con cuidado Atzín .,%mor:,0,,,,0,0,0,,,,,
78,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,133,?,entonce(s) no hicieron nada en la escuela Atzín ?,%mor:,0,,,,0,0,0,,,,,
79,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,133,v|hace-3p&pret=do,entonce(s) no hicieron nada en la escuela Atzín ?%mor: adv|entonces=then adv|no=no v|hace-3P&PRET=do v|nada-3S&PRES=swim prep|en=in det:art|el&f&SG=the n|escuela&f=school n:prop|Atzín ?,%svd:,hacer,0,,1,usted,p,pret,,,,,
80,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,133,v|nada-3s&pres=swim,entonce(s) no hicieron nada en la escuela Atzín ?%mor: adv|entonces=then adv|no=no v|hace-3P&PRET=do v|nada-3S&PRES=swim prep|en=in det:art|el&f&SG=the n|escuela&f=school n:prop|Atzín ?,%svd:,nadar,na,na,na,na,na,na,na,na,na,tag error,
81,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,136,.,no .,%mor:,0,,,,0,0,0,,,,,
82,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,138,?,no hicieron nada ?,%mor:,0,,,,0,0,0,,,,,
83,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,138,v|hace-3p&pret=do,no hicieron nada ?%mor: adv|no=no v|hace-3P&PRET=do v|nada-3S&PRES=swim ?,%svd:,hacer,0,,1,usted,p,pret,,,,,
84,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,138,v|nada-3s&pres=swim,no hicieron nada ?%mor: adv|no=no v|hace-3P&PRET=do v|nada-3S&PRES=swim ?,%svd:,nadar,na,na,na,na,na,na,na,na,na,tag error,
85,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,140,.,no .,%mor:,0,,,,0,0,0,,,,,
86,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,142,?,no más ensayaron para el baile ?,%mor:,0,,,,0,0,0,,,,,
87,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,142,v|ensaya-3p&pret=test,no más ensayaron para el baile ?%mor: adv|no=no adv|más=more v|ensaya-3P&PRET=test prep|para=for det:art|el&m&SG=the n|baile&m=dance ?,%svd:,ensayar,0,,1,usted,p,pret,,,,,
88,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,145,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
89,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,146,.,&oh qué xxx .,%mor:,0,,,,0,0,0,,,,,
90,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,148,.,muy bien .,%mor:,0,,,,0,0,0,,,,,
91,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,150,.,muy bien Atzín .,%mor:,0,,,,0,0,0,,,,,
92,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,152,.,mira ve como le hice .,%mor:,0,,,,0,0,0,,,,,
93,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,152,v|hace-1s&pret=do,mira ve como le hice .%mor: co|mira=look co|ve=see adv|como=like pro:ind|le=him v|hace-1S&PRET=do .,%svd:,hacer,0,,1,1,s,pret,,,,,
94,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,155,?,"ya lo recortaste, verdad ?",%mor:,0,,,,0,0,0,,,,,
95,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,158,.,claro mamá .,%mor:,0,,,,0,0,0,,,,,
96,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,160,.,claretes@wp clarenines@wp .,%mor:,0,,,,0,0,0,,,,,
97,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,162,?,yo puedo con ése ?,%mor:,0,,,,0,0,0,,,,,
98,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,162,v|pode-1s&pres=can,yo puedo con ése ?%mor: pro:sub|yo=I v|pode-1S&PRES=can prep|con=with pro:dem|ése=that_one ?,%svd:,poder,1,0,1,1,s,pres,,,,,
99,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,165,.,sí .,%mor:,0,,,,0,0,0,,,,,
100,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,167,?,"te dejo una parte, sale ?",%mor:,0,,,,0,0,0,,,,,
101,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,167,v|deja-1s&pres=leave,"te dejo una parte, sale ?%mor: pro:obj|te=you v|deja-1S&PRES=leave det:art|un-f=one n|parte&f=part cm|cm v|sali-3S&PRES=leave ?",%svd:,dejar,0,,1,1,s,pres,,,,,
102,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,167,v|sali-3s&pres=leave,"te dejo una parte, sale ?%mor: pro:obj|te=you v|deja-1S&PRES=leave det:art|un-f=one n|parte&f=part cm|cm v|sali-3S&PRES=leave ?",%svd:,salir,na,na,na,na,na,na,na,na,na,exclude,
103,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,170,.,sale .,%mor:,0,,,,0,0,0,,,,,
104,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,172,.,aquí está y tú córtale esta raya .,%mor:,0,,,,0,0,0,,,,,
105,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,172,cop|esta-3s&pres=be,aquí está y tú córtale esta raya .%mor: adv|aquí=here cop|esta-3S&PRES=be coord|y=and pro:sub|tú=you imp|corta-2S&IMP~pro:clit|3S=cut det:dem|este-f=this n|raya&f=stroke .,%svd:,estar,0,,0,3,s,pres,,,,,
106,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,176,.,toma .,%mor:,0,,,,0,0,0,,,,,
107,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,178,.,con cuidado Atzín .,%mor:,0,,,,0,0,0,,,,,
108,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,180,.,+< xxx .,%mor:,0,,,,0,0,0,,,,,
109,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;3,.,Target_Child,.,.,181,.,sí mamá .,%mor:,0,,,,0,0,0,,,,,
110,EAMR-2008-07-02-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,183,.,ya vamos a empezar el juego .%com: mother hums .,%mor:,0,,,,0,0,0,,,,,
