original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
21,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,40,v|consta-13s&sub&pres=stated,"&&ah bueno conste, &eh ?%mor: co|bueno=good v|consta-13S&SUB&PRES=stated cm|cm ?",%svd:,constar,na,na,na,na,na,na,na,na,na,frozen,
22,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,42,?,papi &eh ?%mor: n|papi&m=daddy ?,%mor:,0,,,,0,0,0,,,,,
23,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,44,?,estos a dónde van ?%mor: det:dem|este-m-PL=this aprep|a=to pro:int|dónde=where v|i-3P&PRES=go ?,%mor:,0,,,,0,0,0,,,,,
24,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,44,v|i-3p&pres=go,estos a dónde van ?%mor: det:dem|este-m-PL=this aprep|a=to pro:int|dónde=where v|i-3P&PRES=go ?,%svd:,ir,DP-dem,,0,3,p,pres,na,na,,,
25,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,47,.,"van, nos van a dejar aquí para que se graben las, este, lo que estamos haciendo, la interacción de la comunicación entre tú y yo .%mor: v|i-3P&PRES=go cm|cm pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave adv|aquí=here prep|para=for pro:rel|que=that pro:refl|se=itself v|graba-3P&SUB&PRES=engrave pro:obj|la&f-PL=she cm|cm det:dem|este=this cm|cm pro:obj|lo&m=him pro:rel|que=that cop|esta-1P&PRES&PRET=be part|hace-PROG=do cm|cm det:art|el&f&SG=the n|interacción&f=interaction prep|de=of det:art|el&f&SG=the n|comunicación&f=communication prep|entre=between pro:sub|tú=you coord|y=and pro:sub|yo=I .",%mor:,0,,,,0,0,0,,,,,
26,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,47,v|i-3p&pres=go,"van, nos van a dejar aquí para que se graben las, este, lo que estamos haciendo, la interacción de la comunicación entre tú y yo .%mor: v|i-3P&PRES=go cm|cm pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave adv|aquí=here prep|para=for pro:rel|que=that pro:refl|se=itself v|graba-3P&SUB&PRES=engrave pro:obj|la&f-PL=she cm|cm det:dem|este=this cm|cm pro:obj|lo&m=him pro:rel|que=that cop|esta-1P&PRES&PRET=be part|hace-PROG=do cm|cm det:art|el&f&SG=the n|interacción&f=interaction prep|de=of det:art|el&f&SG=the n|comunicación&f=communication prep|entre=between pro:sub|tú=you coord|y=and pro:sub|yo=I .",%svd:,ir,na,na,na,na,na,na,na,na,na,false start,
27,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,47,v|i-3p&pres=go,"van, nos van a dejar aquí para que se graben las, este, lo que estamos haciendo, la interacción de la comunicación entre tú y yo .%mor: v|i-3P&PRES=go cm|cm pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave adv|aquí=here prep|para=for pro:rel|que=that pro:refl|se=itself v|graba-3P&SUB&PRES=engrave pro:obj|la&f-PL=she cm|cm det:dem|este=this cm|cm pro:obj|lo&m=him pro:rel|que=that cop|esta-1P&PRES&PRET=be part|hace-PROG=do cm|cm det:art|el&f&SG=the n|interacción&f=interaction prep|de=of det:art|el&f&SG=the n|comunicación&f=communication prep|entre=between pro:sub|tú=you coord|y=and pro:sub|yo=I .",%svd:,ir,na,na,na,na,na,na,na,na,na,generic,
28,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,47,v|graba-3P&SUB&PRES=engrave,"van, nos van a dejar aquí para que se graben las, este, lo que estamos haciendo, la interacción de la comunicación entre tú y yo .%mor: v|i-3P&PRES=go cm|cm pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave adv|aquí=here prep|para=for pro:rel|que=that pro:refl|se=itself v|graba-3P&SUB&PRES=engrave pro:obj|la&f-PL=she cm|cm det:dem|este=this cm|cm pro:obj|lo&m=him pro:rel|que=that cop|esta-1P&PRES&PRET=be part|hace-PROG=do cm|cm det:art|el&f&SG=the n|interacción&f=interaction prep|de=of det:art|el&f&SG=the n|comunicación&f=communication prep|entre=between pro:sub|tú=you coord|y=and pro:sub|yo=I .",%svd:,grabar,DP-def,,0,3,p,sub&pres,na,na,,,
29,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,47,cop|esta-1p&pres&pret=be,"van, nos van a dejar aquí para que se graben las, este, lo que estamos haciendo, la interacción de la comunicación entre tú y yo .%mor: v|i-3P&PRES=go cm|cm pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave adv|aquí=here prep|para=for pro:rel|que=that pro:refl|se=itself v|graba-3P&SUB&PRES=engrave pro:obj|la&f-PL=she cm|cm det:dem|este=this cm|cm pro:obj|lo&m=him pro:rel|que=that cop|esta-1P&PRES&PRET=be part|hace-PROG=do cm|cm det:art|el&f&SG=the n|interacción&f=interaction prep|de=of det:art|el&f&SG=the n|comunicación&f=communication prep|entre=between pro:sub|tú=you coord|y=and pro:sub|yo=I .",%svd:,estar,0,,1,1,p,pres,switch,switch,,,
30,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,57,?,che ?%mor: co|che=hey ?,%mor:,0,,,,0,0,0,,,,,
31,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,59,?,"&&ah me falta, me pasas el rojo ?%mor: pro:obj|me=me v|falta-3S&PRES=be_lacking cm|cm pro:obj|me=me v|pasa-2S&PRES=pass det:art|el&m&SG=the adj|rojo-m=red ?",%mor:,0,,,,0,0,0,,,,,
32,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,59,v|falta-3s&pres=be_lacking,"&&ah me falta, me pasas el rojo ?%mor: pro:obj|me=me v|falta-3S&PRES=be_lacking cm|cm pro:obj|me=me v|pasa-2S&PRES=pass det:art|el&m&SG=the adj|rojo-m=red ?",%svd:,faltar,na,na,na,na,na,na,na,na,na,gustar-type verb,
33,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,59,v|pasa-2s&pres=pass,"&&ah me falta, me pasas el rojo ?%mor: pro:obj|me=me v|falta-3S&PRES=be_lacking cm|cm pro:obj|me=me v|pasa-2S&PRES=pass det:art|el&m&SG=the adj|rojo-m=red ?",%svd:,pasar,0,,1,2,s,pres,na,na,,,
34,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,62,.,+< ten ése es tuyo .%mor: imp|tene-2S&IMP=have pro:dem|ése=that_one cop|se-3S&PRES=be pro:poss|tuyo-m=yours .,%mor:,0,,,,0,0,0,,,,,
35,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,62,cop|se-3s&pres=be,+< ten ése es tuyo .%mor: imp|tene-2S&IMP=have pro:dem|ése=that_one cop|se-3S&PRES=be pro:poss|tuyo-m=yours .,%svd:,ser,DP-dem,,0,3,s,pres,na,na,,,
36,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,65,.,es mío .%mor: cop|se-3S&PRES=be pro:poss|mío-m=mine .,%mor:,0,,,,0,0,0,,,,,
37,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,65,cop|se-3s&pres=be,es mío .%mor: cop|se-3S&PRES=be pro:poss|mío-m=mine .,%svd:,ser,0,,0,3,s,pres,na,na,,,
38,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,67,?,"qué es, hijo ?%mor: pro:int|qué=what cop|se-3S&PRES=be cm|cm co:voc|hijo=child ?",%mor:,0,,,,0,0,0,,,,,
39,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,67,cop|se-3s&pres=be,"qué es, hijo ?%mor: pro:int|qué=what cop|se-3S&PRES=be cm|cm co:voc|hijo=child ?",%svd:,ser,0,,0,3,s,pres,na,na,,,
40,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,69,.,aquí estoy con tu hermana jugando .%mor: adv|aquí=here cop|esta-1S&PRES=be prep|con=with det:poss|tu=your n|hermano-f=sibling part|juga-PROG=play .,%mor:,0,,,,0,0,0,,,,,
41,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,69,cop|esta-1s&pres=be,aquí estoy con tu hermana jugando .%mor: adv|aquí=here cop|esta-1S&PRES=be prep|con=with det:poss|tu=your n|hermano-f=sibling part|juga-PROG=play .,%svd:,estar,0,,1,1,s,pres,na,na,,,
42,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,72,.,no sé (s)i tu hermana te quiere invitar a jugar .%mor: adv|no=no v|sabe-1S&PRES=know conj|si=if det:poss|tu=your n|hermano-f=sibling pro:obj|te=you v|quere-3S&PRES=want inf|invita-INF=invite aprep|a=to inf|juga-INF=play .,%mor:,0,,,,0,0,0,,,,,
43,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,72,v|sabe-1s&pres=know,no sé (s)i tu hermana te quiere invitar a jugar .%mor: adv|no=no v|sabe-1S&PRES=know conj|si=if det:poss|tu=your n|hermano-f=sibling pro:obj|te=you v|quere-3S&PRES=want inf|invita-INF=invite aprep|a=to inf|juga-INF=play .,%svd:,saber,na,na,na,na,na,na,na,na,na,exclude,
44,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,72,v|quere-3s&pres=want,no sé (s)i tu hermana te quiere invitar a jugar .%mor: adv|no=no v|sabe-1S&PRES=know conj|si=if det:poss|tu=your n|hermano-f=sibling pro:obj|te=you v|quere-3S&PRES=want inf|invita-INF=invite aprep|a=to inf|juga-INF=play .,%svd:,querer,DP-def,,1,3,s,pres,switch,switch,,,
45,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,76,?,"este, mami, y ellos ?%mor: det:dem|este=this cm|cm n|mami&f=mommy cm|cm coord|y=and pro:sub|ello-m-PL=he ?",%mor:,0,,,,0,0,0,,,,,
46,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,?,mande ?%mor: imp|manda-3S&IMP=order ?,%mor:,0,,,,0,0,0,,,,,
47,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,81,?,y ellos ?%mor: coord|y=and pro:sub|ello-m-PL=he ?,%mor:,0,,,,0,0,0,,,,,
48,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,83,+/.,"es que nos van a dejar para ver que hacemos tú y yo, hija +/.%mor: cop|se-3S&PRES=be pro:rel|que=that pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave prep|para=for inf|ve-INF=see conj|que=that v|hace-1P&PRES=do pro:sub|tú=you coord|y=and pro:sub|yo=I cm|cm co:voc|hija=child +/.",%mor:,0,,,,0,0,0,,,,,
49,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,83,cop|se-3s&pres=be,"es que nos van a dejar para ver que hacemos tú y yo, hija +/.%mor: cop|se-3S&PRES=be pro:rel|que=that pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave prep|para=for inf|ve-INF=see conj|que=that v|hace-1P&PRES=do pro:sub|tú=you coord|y=and pro:sub|yo=I cm|cm co:voc|hija=child +/.",%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
50,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,83,v|i-3p&pres=go,"es que nos van a dejar para ver que hacemos tú y yo, hija +/.%mor: cop|se-3S&PRES=be pro:rel|que=that pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave prep|para=for inf|ve-INF=see conj|que=that v|hace-1P&PRES=do pro:sub|tú=you coord|y=and pro:sub|yo=I cm|cm co:voc|hija=child +/.",%svd:,ir,0,,1,3,p,pres,na,na,,,
51,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,83,v|hace-1p&pres=do,"es que nos van a dejar para ver que hacemos tú y yo, hija +/.%mor: cop|se-3S&PRES=be pro:rel|que=that pro:obj|nos=us v|i-3P&PRES=go aprep|a=to inf|deja-INF=leave prep|para=for inf|ve-INF=see conj|que=that v|hace-1P&PRES=do pro:sub|tú=you coord|y=and pro:sub|yo=I cm|cm co:voc|hija=child +/.",%svd:,hacer,1,,1,1,p,pres,switch,switch,,,
52,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,88,?,por qué ?%mor: prep|por=for pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
53,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,90,.,"+, y tu mamá también puede entrarle .%mor: coord|y=and det:poss|tu=your n|mamá&f=mommy adv|también=also v|pode-3S&PRES=can inf|entra-INF~pro:clit|3S=come_in .",%mor:,0,,,,0,0,0,,,,,
54,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,90,v|pode-3s&pres=can,"+, y tu mamá también puede entrarle .%mor: coord|y=and det:poss|tu=your n|mamá&f=mommy adv|también=also v|pode-3S&PRES=can inf|entra-INF~pro:clit|3S=come_in .",%svd:,poder,DP-def,,1,3,s,pres,na,switch,,,
55,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,93,+...,"para ver cómo te desenvuelves en, en este tipo de +...%mor: prep|para=for inf|ve-INF=see pro:int|cómo=how pro:obj|te=you des#v|envolve-2S&PRES=wrap prep|en=in cm|cm prep|en=in det:dem|este=this n|tipo&m=guy prep|de=of +...",%mor:,0,,,,0,0,0,,,,,
56,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,93,des#v|envolve-2S&PRES=wrap,"para ver cómo te desenvuelves en, en este tipo de +...%mor: prep|para=for inf|ve-INF=see pro:int|cómo=how pro:obj|te=you des#v|envolve-2S&PRES=wrap prep|en=in cm|cm prep|en=in det:dem|este=this n|tipo&m=guy prep|de=of +...",%svd:,envolver,0,,1,2,s,PRES,na,switch,,,
57,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,97,.,"+, de cosa .%mor: prep|de=of n|cosa&f=thing .",%mor:,0,,,,0,0,0,,,,,
58,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,99,?,"+< este, este, solo se van a quedar un ratito ?%mor: det:dem|este=this cm|cm det:dem|este=this cm|cm adj|solo-m=alone pro:refl|se=itself v|i-3P&PRES=go aprep|a=to inf|queda-INF=stay det:art|un&m=one n|rato&m-DIM=rat ?",%mor:,0,,,,0,0,0,,,,,
59,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,99,v|i-3p&pres=go,"+< este, este, solo se van a quedar un ratito ?%mor: det:dem|este=this cm|cm det:dem|este=this cm|cm adj|solo-m=alone pro:refl|se=itself v|i-3P&PRES=go aprep|a=to inf|queda-INF=stay det:art|un&m=one n|rato&m-DIM=rat ?",%svd:,ir,0,,1,3,p,pres,na,na,,,
60,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,103,.,"no ahorita ellos regresan en una, en una hora dijeron .%mor: adv|no=no adv|ahora-DIM=now pro:sub|ello-m-PL=he v|regresa-3P&PRES=return prep|en=in det:art|un-f=one cm|cm prep|en=in det:art|un-f=one n|hora&f=hour v|deci-3P&PRET=say .",%mor:,0,,,,0,0,0,,,,,
61,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,103,v|regresa-3p&pres=return,"no ahorita ellos regresan en una, en una hora dijeron .%mor: adv|no=no adv|ahora-DIM=now pro:sub|ello-m-PL=he v|regresa-3P&PRES=return prep|en=in det:art|un-f=one cm|cm prep|en=in det:art|un-f=one n|hora&f=hour v|deci-3P&PRET=say .",%svd:,regresar,1,,1,3,p,pres,na,na,,,
62,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,103,v|deci-3p&pret=say,"no ahorita ellos regresan en una, en una hora dijeron .%mor: adv|no=no adv|ahora-DIM=now pro:sub|ello-m-PL=he v|regresa-3P&PRES=return prep|en=in det:art|un-f=one cm|cm prep|en=in det:art|un-f=one n|hora&f=hour v|deci-3P&PRET=say .",%svd:,decir,0,,1,3,p,pret,same,same,,,
63,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,107,.,vamos arriba con Alberto por el (.) jarabe de la tos .%mor: v|i-1P&PRES=go adv|arriba=above prep|con=with n:prop|Alberto prep|por=for det:art|el&m&SG=the n|jarabe&m=syrup prep|de=of det:art|el&f&SG=the n|tos&f=cough .,%mor:,0,,,,0,0,0,,,,,
64,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,107,v|i-1P&PRES=go,vamos arriba con Alberto por el (.) jarabe de la tos .%mor: v|i-1P&PRES=go adv|arriba=above prep|con=with n:prop|Alberto prep|por=for det:art|el&m&SG=the n|jarabe&m=syrup prep|de=of det:art|el&f&SG=the n|tos&f=cough .,%svd:,ir,0,,1,1,p,PRES,na,na,,,
65,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,111,?,"sale, ya estás lista o todavía no ?%mor: v|sali-3S&PRES=leave cm|cm adv|ya=already aux|esta-2S&PRES=be adj|listo-f=ready coord|o=or adv|todavía=still adv|no=no ?",%mor:,0,,,,0,0,0,,,,,
66,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,111,v|sali-3s&pres=leave,"sale, ya estás lista o todavía no ?%mor: v|sali-3S&PRES=leave cm|cm adv|ya=already aux|esta-2S&PRES=be adj|listo-f=ready coord|o=or adv|todavía=still adv|no=no ?",%svd:,salir,na,na,na,na,na,na,na,na,na,frozen,
67,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,111,aux|esta-2s&pres=be,"sale, ya estás lista o todavía no ?%mor: v|sali-3S&PRES=leave cm|cm adv|ya=already aux|esta-2S&PRES=be adj|listo-f=ready coord|o=or adv|todavía=still adv|no=no ?",%svd:,estar,0,,1,2,s,pres,na,na,,,
68,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,114,.,espera .%mor: imp|espera-2S&IMP=wait .,%mor:,0,,,,0,0,0,,,,,
69,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,116,?,no se deja o sí se deja ?%mor: adv|no=no pro:refl|se=itself v|deja-3S&PRES=leave coord|o=or co|sí=yes pro:refl|se=itself v|deja-3S&PRES=leave ?,%mor:,0,,,,0,0,0,,,,,
70,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,116,v|deja-3s&pres=leave,no se deja o sí se deja ?%mor: adv|no=no pro:refl|se=itself v|deja-3S&PRES=leave coord|o=or co|sí=yes pro:refl|se=itself v|deja-3S&PRES=leave ?,%svd:,dejar,na,na,na,na,na,na,na,na,na,impersonal,
71,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,FAT,.,.,.,.,Father,.,.,116,v|deja-3s&pres=leave,no se deja o sí se deja ?%mor: adv|no=no pro:refl|se=itself v|deja-3S&PRES=leave coord|o=or co|sí=yes pro:refl|se=itself v|deja-3S&PRES=leave ?,%svd:,dejar,na,na,na,na,na,na,na,na,na,impersonal,
72,ACC-2008-07-26-MI-01-tagged.CHA,.,.,CHI,.,.,.,.,Target_Child,.,.,119,.,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
73,ACC-2008-07-26-MI-01-tagged.CHA,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,121,?,necesitas jarabe de la tos ?%mor: v|necesita-2S&PRES=need n|jarabe&m=syrup prep|de=of det:art|el&f&SG=the n|tos&f=cough ?,%mor:,0,,,,0,0,0,,,,,
