original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
11,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,26,v|lastima-2s&pret=pity,me lastimaste .%mor: pro:obj|me=me v|lastima-2S&PRET=pity .,%svd:,lastimar,0,,1,2,s,pret,,switch,,,
12,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,28,.,un vestido .%mor: det:art|un&m=one n|vestido&m=garment .,%mor:,0,,,,0,0,0,,,,,
13,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,30,?,un vestido le vamos a comprar ?%mor: det:art|un&m=one n|vestido&m=garment pro:ind|le=him v|i-1P&PRES=go aprep|a=to inf|compra-INF=buy ?,%mor:,0,,,,0,0,0,,,,,
14,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,30,v|i-1p&pres=go,un vestido le vamos a comprar ?%mor: det:art|un&m=one n|vestido&m=garment pro:ind|le=him v|i-1P&PRES=go aprep|a=to inf|compra-INF=buy ?,%svd:,ir,0,,1,1,p,pres,,,,,
15,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,33,.,pa(ra) que esté feliz .%mor: prep|para=for pro:rel|que=that cop|esta-13S&SUB&PRES=be adj|feliz=happy .,%mor:,0,,,,0,0,0,,,,,
16,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,33,cop|esta-13s&sub&pres=be,pa(ra) que esté feliz .%mor: prep|para=for pro:rel|que=that cop|esta-13S&SUB&PRES=be adj|feliz=happy .,%svd:,estar,0,,1,3,s,sub&pres,,,,,
17,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,36,?,para que esté feliz ?%mor: prep|para=for pro:rel|que=that cop|esta-13S&SUB&PRES=be adj|feliz=happy ?,%mor:,0,,,,0,0,0,,,,,
18,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,36,cop|esta-13s&sub&pres=be,para que esté feliz ?%mor: prep|para=for pro:rel|que=that cop|esta-13S&SUB&PRES=be adj|feliz=happy ?,%svd:,estar,0,,1,3,s,sub&pres,,,,,
19,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,39,?,"y tú crees que los vestidos le hagan (.) la hagan (..) este, feliz ?%mor: coord|y=and pro:sub|tú=you v|cree-2S&PRES=believe prep|que=than det:art|el&m-PL=the n|vestido&m-PL=garment pro:ind|le=him v|hace-3P&SUB&PRES=do det:art|el&f&SG=the v|hace-3P&SUB&PRES=do det:dem|este=this cm|cm adj|feliz=happy ?",%mor:,0,,,,0,0,0,,,,,
20,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,39,v|cree-2s&pres=believe,"y tú crees que los vestidos le hagan (.) la hagan (..) este, feliz ?%mor: coord|y=and pro:sub|tú=you v|cree-2S&PRES=believe prep|que=than det:art|el&m-PL=the n|vestido&m-PL=garment pro:ind|le=him v|hace-3P&SUB&PRES=do det:art|el&f&SG=the v|hace-3P&SUB&PRES=do det:dem|este=this cm|cm adj|feliz=happy ?",%svd:,creer,1,0,1,2,s,pres,,switch,0,,
21,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,39,v|hace-3p&sub&pres=do,"y tú crees que los vestidos le hagan (.) la hagan (..) este, feliz ?%mor: coord|y=and pro:sub|tú=you v|cree-2S&PRES=believe prep|que=than det:art|el&m-PL=the n|vestido&m-PL=garment pro:ind|le=him v|hace-3P&SUB&PRES=do det:art|el&f&SG=the v|hace-3P&SUB&PRES=do det:dem|este=this cm|cm adj|feliz=happy ?",%svd:,hacer,DP-def,0,0,3,p,pres,,,,,
22,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,39,v|hace-3p&sub&pres=do,"y tú crees que los vestidos le hagan (.) la hagan (..) este, feliz ?%mor: coord|y=and pro:sub|tú=you v|cree-2S&PRES=believe prep|que=than det:art|el&m-PL=the n|vestido&m-PL=garment pro:ind|le=him v|hace-3P&SUB&PRES=do det:art|el&f&SG=the v|hace-3P&SUB&PRES=do det:dem|este=this cm|cm adj|feliz=happy ?",%svd:,hacer,na,,na,na,na,na,na,na,na,repetition,
23,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,45,?,pues no le harán [: hará] feliz una muñeca ?%mor: co|pues=well adv|no=no pro:ind|le=him v|hace-3S&FUT=do adj|feliz=happy det:art|un-f=one n|muñeco-f=doll ?,%mor:,0,,,,0,0,0,,,,,
24,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,45,v|hace-3s&fut=do,pues no le harán [: hará] feliz una muñeca ?%mor: co|pues=well adv|no=no pro:ind|le=him v|hace-3S&FUT=do adj|feliz=happy det:art|un-f=one n|muñeco-f=doll ?,%svd:,hacer,DP-indef,1,0,3,s,fut=,,,,,
25,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,48,!,bueno !%mor: co|bueno=good !,%mor:,0,,,,0,0,0,,,,,
26,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,50,?,también ?%mor: adv|también=also ?,%mor:,0,,,,0,0,0,,,,,
27,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,52,?,también estaría bueno verdad ?%mor: adv|también=also aux|esta-13S&COND=be co|bueno=good co|verdad=right ?,%mor:,0,,,,0,0,0,,,,,
28,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,52,aux|esta-13s&cond=be,también estaría bueno verdad ?%mor: adv|también=also aux|esta-13S&COND=be co|bueno=good co|verdad=right ?,%svd:,estar,0,,0,3,s,cond,,,,,
29,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,?,una muñeca ?%mor: det:art|un-f=one n|muñeco-f=doll ?,%mor:,0,,,,0,0,0,,,,,
30,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,57,.,hay que pompársela [: comprársela] .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|compra-INF~pro:clit|3S&REFL~pro:clit|OBJ&f .,%mor:,0,,,,0,0,0,,,,,
31,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,57,v|habe-3s&pres&spec=have,hay que pompársela [: comprársela] .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|compra-INF~pro:clit|3S&REFL~pro:clit|OBJ&f .,%svd:,haber,na,,na,na,na,na,na,na,na,exclude,
32,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,60,?,cómo ?%mor: pro:int|cómo=how ?,%mor:,0,,,,0,0,0,,,,,
33,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,62,.,hay que comprársela .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|compra-INF~pro:clit|3S&REFL~pro:clit|OBJ&f .,%mor:,0,,,,0,0,0,,,,,
34,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,62,v|habe-3s&pres&spec=have,hay que comprársela .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|compra-INF~pro:clit|3S&REFL~pro:clit|OBJ&f .,%svd:,haber,na,,na,na,na,na,na,na,na,exclude,
35,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,.,"hay que comprársela, sí es cierto .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|compra-INF~pro:clit|3S&REFL~pro:clit|OBJ&f cm|cm co|sí=yes cop|se-3S&PRES=be adj|cierto-m=certain .",%mor:,0,,,,0,0,0,,,,,
36,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,v|habe-3s&pres&spec=have,"hay que comprársela, sí es cierto .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|compra-INF~pro:clit|3S&REFL~pro:clit|OBJ&f cm|cm co|sí=yes cop|se-3S&PRES=be adj|cierto-m=certain .",%svd:,haber,na,,na,na,na,na,na,na,na,exclude,
37,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,cop|se-3s&pres=be,"hay que comprársela, sí es cierto .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|compra-INF~pro:clit|3S&REFL~pro:clit|OBJ&f cm|cm co|sí=yes cop|se-3S&PRES=be adj|cierto-m=certain .",%svd:,ser,na,,na,na,na,na,na,na,na,exclude,
38,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,69,?,pero cuándo se la compramos ?%mor: conj|pero=but pro:int|cuándo=when pro:refl|se=itself pro:obj|la&f=she v|compra-1P&PRES&PRET=buy ?,%mor:,0,,,,0,0,0,,,,,
39,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,69,v|compra-1p&pres&pret=buy,pero cuándo se la compramos ?%mor: conj|pero=but pro:int|cuándo=when pro:refl|se=itself pro:obj|la&f=she v|compra-1P&PRES&PRET=buy ?,%svd:,comprar,0,,1,1,p,pres,,,,,
40,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,72,.,el (...) el día de su cumpaños [: cumpleaños] .%mor: det:art|el&m&SG=the det:art|el&m&SG=the n|día&m=day prep|de=of det:poss|su&3S=his n|cumpleaño&m-PL=birthday .,%mor:,0,,,,0,0,0,,,,,
41,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,75,?,pero cuándo es su cumpleaños ?%mor: conj|pero=but pro:int|cuándo=when cop|se-3S&PRES=be det:poss|su&3S=his n|cumpleaño&m-PL=birthday ?,%mor:,0,,,,0,0,0,,,,,
42,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,75,cop|se-3s&pres=be,pero cuándo es su cumpleaños ?%mor: conj|pero=but pro:int|cuándo=when cop|se-3S&PRES=be det:poss|su&3S=his n|cumpleaño&m-PL=birthday ?,%svd:,ser,DP-def,1,0,3,s,pres,,,,,
43,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,78,.,&m .,%mor:,0,,,,0,0,0,,,,,
44,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,79,?,cuándo ?%mor: pro:int|cuándo=when ?,%mor:,0,,,,0,0,0,,,,,
45,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,81,?,cuándo es la fiesta en el (.) en la escuela ?%mor: pro:int|cuándo=when cop|se-3S&PRES=be det:art|el&f&SG=the n|fiesta&f=festival prep|en=in det:art|el&m&SG=the prep|en=in det:art|el&f&SG=the n|escuela&f=school ?,%mor:,0,,,,0,0,0,,,,,
46,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,81,cop|se-3s&pres=be,cuándo es la fiesta en el (.) en la escuela ?%mor: pro:int|cuándo=when cop|se-3S&PRES=be det:art|el&f&SG=the n|fiesta&f=festival prep|en=in det:art|el&m&SG=the prep|en=in det:art|el&f&SG=the n|escuela&f=school ?,%svd:,ser,DP-def,1,0,3,s,pres,,,,,
47,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,85,.,mañana .%mor: adv|mañana=tomorrow .,%mor:,0,,,,0,0,0,,,,,
48,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,87,.,&a mañana es la fiesta .%mor: adv|mañana=tomorrow cop|se-3S&PRES=be det:art|el&f&SG=the n|fiesta&f=festival .,%mor:,0,,,,0,0,0,,,,,
49,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,87,cop|se-3s&pres=be,&a mañana es la fiesta .%mor: adv|mañana=tomorrow cop|se-3S&PRES=be det:art|el&f&SG=the n|fiesta&f=festival .,%svd:,ser,DP-def,1,0,3,s,pres,,,,,
50,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,90,?,ya te dije ya ves ?%mor: adv|ya=already pro:obj|te=you v|deci-1S&PRET=say adv|ya=already v|ve-2S&PRES=see ?,%mor:,0,,,,0,0,0,,,,,
51,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,90,v|deci-1s&pret=say,ya te dije ya ves ?%mor: adv|ya=already pro:obj|te=you v|deci-1S&PRET=say adv|ya=already v|ve-2S&PRES=see ?,%svd:,decir,0,,1,1,s,pret,,,,,
52,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,90,v|ve-2s&pres=see,ya te dije ya ves ?%mor: adv|ya=already pro:obj|te=you v|deci-1S&PRET=say adv|ya=already v|ve-2S&PRES=see ?,%svd:,ver,0,,1,2,s,pres,switch,switch,,,
53,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,93,+/.,"&ay , es que se me había olvidado +/.%mor: cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:refl|se=itself pro:obj|me=me aux|habe-13S&PAS=have part|olvida-PPART-m=forget +/.",%mor:,0,,,,0,0,0,,,,,
54,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,93,cop|se-3s&pres=be,"&ay , es que se me había olvidado +/.%mor: cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:refl|se=itself pro:obj|me=me aux|habe-13S&PAS=have part|olvida-PPART-m=forget +/.",%svd:,ser,na,,na,na,na,na,na,na,na,expletive subject,
55,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,93,aux|habe-13s&pas=have,"&ay , es que se me había olvidado +/.%mor: cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:refl|se=itself pro:obj|me=me aux|habe-13S&PAS=have part|olvida-PPART-m=forget +/.",%svd:,haber,na,,na,na,na,na,,na,na,clausal referent,
56,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,96,.,mañana .%mor: adv|mañana=tomorrow .,%mor:,0,,,,0,0,0,,,,,
57,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,98,.,"+, mañana (..) que se me olvidó que me habías dicho ya .%mor: adv|mañana=tomorrow pro:rel|que=that pro:refl|se=itself pro:obj|me=me v|olvida-3S&PRET=forget pro:rel|que=that pro:obj|me=me v|habe-2S&PAS=have part|deci-PPART-m=say adv|ya=already .",%mor:,0,,,,0,0,0,,,,,
58,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,98,v|olvida-3s&pret=forget,"+, mañana (..) que se me olvidó que me habías dicho ya .%mor: adv|mañana=tomorrow pro:rel|que=that pro:refl|se=itself pro:obj|me=me v|olvida-3S&PRET=forget pro:rel|que=that pro:obj|me=me v|habe-2S&PAS=have part|deci-PPART-m=say adv|ya=already .",%svd:,olvidar,na,,na,na,na,na,,na,na,clausal referent,
59,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,98,v|habe-2s&pas=have,"+, mañana (..) que se me olvidó que me habías dicho ya .%mor: adv|mañana=tomorrow pro:rel|que=that pro:refl|se=itself pro:obj|me=me v|olvida-3S&PRET=forget pro:rel|que=that pro:obj|me=me v|habe-2S&PAS=have part|deci-PPART-m=say adv|ya=already .",%svd:,haber,0,,1,2,s,pas,,,1,,
60,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,102,?,"oye y este (.) y y con lo de la tarea, qué pasó con lo de la tarea ?%mor: co|oye=listen coord|y=and det:dem|este=this coord|y=and coord|y=and prep|con=with pro:obj|lo&m=him prep|de=of det:art|el&f&SG=the n|tarea&f=task cm|cm pro:int|qué=what v|pasa-3S&PRET=pass prep|con=with pro:obj|lo&m=him prep|de=of det:art|el&f&SG=the n|tarea&f=task ?",%mor:,0,,,,0,0,0,,,,,
61,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,102,v|pasa-3s&pret=pass,"oye y este (.) y y con lo de la tarea, qué pasó con lo de la tarea ?%mor: co|oye=listen coord|y=and det:dem|este=this coord|y=and coord|y=and prep|con=with pro:obj|lo&m=him prep|de=of det:art|el&f&SG=the n|tarea&f=task cm|cm pro:int|qué=what v|pasa-3S&PRET=pass prep|con=with pro:obj|lo&m=him prep|de=of det:art|el&f&SG=the n|tarea&f=task ?",%svd:,pasar,wh,0,0,3,s,pret,,,,,
62,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,108,?,de qué ?%mor: prep|de=of pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
63,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,110,?,qué tenías que haberle hecho a a tu compañerito ?%mor: pro:int|qué=what v|tene-2S&PAS=have prep|que=than inf|habe-INF~pro:clit|3S part|hace-PPART-m=do aprep|a=to aprep|a=to det:poss|tu=your n|compañero&m-DIM=companion ?,%mor:,0,,,,0,0,0,,,,,
64,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,110,v|tene-2s&pas=have,qué tenías que haberle hecho a a tu compañerito ?%mor: pro:int|qué=what v|tene-2S&PAS=have prep|que=than inf|habe-INF~pro:clit|3S part|hace-PPART-m=do aprep|a=to aprep|a=to det:poss|tu=your n|compañero&m-DIM=companion ?,%svd:,tener,0,,1,2,s,pas,,,,,
65,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,114,?,a cuál ?%mor: aprep|a=to pro:int|cuál=which ?,%mor:,0,,,,0,0,0,,,,,
66,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,116,.,al que (.) al que vestimos .%mor: aprep|a~det:art|el&m conj|que=that aprep|a~det:art|el&m conj|que=that v|vesti-1P&PRES&PRET=dress .,%mor:,0,,,,0,0,0,,,,,
67,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,116,v|vesti-1p&pres&pret=dress,al que (.) al que vestimos .%mor: aprep|a~det:art|el&m conj|que=that aprep|a~det:art|el&m conj|que=that v|vesti-1P&PRES&PRET=dress .,%svd:,vestir,0,,1,1,p,pres,,,,,
68,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,119,.,"&a , pegalo [: pegarlo] .%mor: cm|cm inf|pega-INF~pro:clit|OBJ&m .",%mor:,0,,,,0,0,0,,,,,
69,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,121,?,y luego ?%mor: coord|y=and adv|luego=afterwards ?,%mor:,0,,,,0,0,0,,,,,
70,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,123,.,xx la maestra la va pegar ahorita .%mor: det:art|el&f&SG=the n|maestra&f=mistress pro:obj|la&f=she v|i-3S&PRES=go inf|pega-INF=hit_adhere adv|ahora-DIM=now .,%mor:,0,,,,0,0,0,,,,,
71,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,123,v|i-3s&pres=go,xx la maestra la va pegar ahorita .%mor: det:art|el&f&SG=the n|maestra&f=mistress pro:obj|la&f=she v|i-3S&PRES=go inf|pega-INF=hit_adhere adv|ahora-DIM=now .,%svd:,ir,DP-def,0,1,3,s,pres,,,,,
72,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,126,?,"y ya, pero no le tenían que hacer nada más ?%mor: coord|y=and adv|ya=already cm|cm conj|pero=but adv|no=no pro:ind|le=him v|tene-3P&PAS=have prep|que=than inf|hace-INF=do pro:indef|nada=nothing adv|más=more ?",%mor:,0,,,,0,0,0,,,,,
73,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,126,v|tene-3p&pas=have,"y ya, pero no le tenían que hacer nada más ?%mor: coord|y=and adv|ya=already cm|cm conj|pero=but adv|no=no pro:ind|le=him v|tene-3P&PAS=have prep|que=than inf|hace-INF=do pro:indef|nada=nothing adv|más=more ?",%svd:,tener,0,,1,usted,p,pas,,,,,
74,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,130,.,nada más .%mor: pro:indef|nada=nothing adv|más=more .,%mor:,0,,,,0,0,0,,,,,
75,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,132,?,nada más ?%mor: pro:indef|nada=nothing adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
76,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,134,?,"y qué aprendieron, a_ver ?%mor: coord|y=and pro:int|qué=what v|aprende-3P&PRET=learn cm|cm co|a_ver=lets_see ?",%mor:,0,,,,0,0,0,,,,,
77,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,134,v|aprende-3p&pret=learn,"y qué aprendieron, a_ver ?%mor: coord|y=and pro:int|qué=what v|aprende-3P&PRET=learn cm|cm co|a_ver=lets_see ?",%svd:,aprender,0,,1,usted,p,pret,,,,,
78,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,CHI,.,.,5;2;1,.,Target_Child,.,.,137,.,&m .,%mor:,0,,,,0,0,0,,,,,
79,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,138,?,de qué (.) de qué iba a ir disfrazado el tuyo ?%mor: prep|de=of pro:int|qué=what prep|de=of pro:int|qué=what v|i-13S&PAS=go aprep|a=to v|ir=go part|disfraza-PPART-m=disguise det:art|el&m&SG=the pro:poss|tuyo-m=yours ?,%mor:,0,,,,0,0,0,,,,,
80,OMJ-2008-07-21-MI-01-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,138,v|i-13s&pas=go,de qué (.) de qué iba a ir disfrazado el tuyo ?%mor: prep|de=of pro:int|qué=what prep|de=of pro:int|qué=what v|i-13S&PAS=go aprep|a=to v|ir=go part|disfraza-PPART-m=disguise det:art|el&m&SG=the pro:poss|tuyo-m=yours ?,%svd:,ir,DP-def,1,0,3,s,pas,,,,,
